PROVIDER NPI,PROVIDER CCN,PROVIDER / ORG NAME,PROVIDER STATE,PROVIDER CITY,PROVIDER  ADDRESS,PROVIDER ZIP 5 CD,PROVIDER ZIP 4 CD,PROVIDER PHONE NUM,PROVIDER PHONE EXT,PROGRAM YEAR,CALC PAYMENT  AMT ($)
1174618953,220108,MILTON HOSPITAL,Massachusetts,Milton,92 Highland Street,2186,3800,(617) 313-1214,,2011,"1,661,418.36"
1174618953,220108,MILTON HOSPITAL,Massachusetts,Milton,92 Highland Street,2186,3800,(617) 313-1214,,2012,"1,440,272.10"
1598053472,220073,"MORTON HOSPITAL, A STEWARD FAMILY HOSPITAL, INC.",Massachusetts,Taunton,88 Washington St,2780,2465,(508) 828-7000,,2013,"2,188,171.44"
1689670259,220002,Mount Auburn Hospital,Massachusetts,Cambridge,330 Mount Auburn St,2138,5502,(617) 492-3500,,2011,"2,567,252.52"
1689670259,220002,Mount Auburn Hospital,Massachusetts,Cambridge,330 Mount Auburn St,2138,5502,(617) 492-3500,,2012,"1,869,602.00"
1447214622,220177,NANTUCKET COTTAGE HOSPITAL,Massachusetts,Nantucket,57 Prospect St,2554,2799,(508) 825-8100,58205,2013,"851,620.00"
1477859254,220098,"Nashoba Valley Medical Center, A Steward Family Hospital, Inc",Massachusetts,Ayer,200 Groton Rd,1432,1168,(978) 784-9000,,2013,"1,456,386.35"
1174547871,220051,North Adams Regional Hospital,Massachusetts,North Adams,71 Hospital Ave,1247,2504,(413) 664-5311,,2012,"1,386,649.50"
1972882231,220067,"QUINCY MEDICAL CENTER, A STEWARD FAMILY HOSPITAL INC",Massachusetts,Quincy,114 Whitwell St,2169,1870,(617) 773-6100,,2013,"1,664,477.55"
1134227606,220100,South Shore Hospital Inc.,Massachusetts,South Weymouth,55 Fogg Road,2190,,(781) 340-8000,,2012,"3,430,481.00"
1447275037,220074,Southcoast Hospitals Group Inc,Massachusetts,New Bedford,"101 Page Street, CFO",2740,3464,(508) 961-5017,,2012,"4,211,976.24"
1427360981,220017,"STEWARD CARNEY HOSPITAL, INC.",Massachusetts,Dorchester Center,2100 Dorchester Ave,2124,5615,(617) 296-4000,,2012,"1,593,181.98"
1881906337,220111,"STEWARD GOOD SAMARITAN MEDICAL CENTER, INC.",Massachusetts,Brockton,235 N Pearl St,2301,1794,(508) 427-3000,,2012,"2,452,029.60"
1033421664,220080,"Steward Holy Family Hospital, Inc.",Massachusetts,Methuen,70 East St,1844,4597,(978) 687-0151,,2012,"1,877,208.90"
1952613416,220126,"STEWARD NORWOOD HOSPITAL, INC.",Massachusetts,Norwood,800 Washington St,2062,3487,(781) 769-2950,,2012,"2,164,539.92"
1932411493,220020,STEWARD ST. ANNE'S HOSPITAL CORPORATION,Massachusetts,Fall River,795 Middle St,2721,1733,(508) 674-5600,,2012,"1,414,239.84"
1720390289,220036,"STEWARD ST. ELIZABETH'S MEDICAL CENTER OF BOSTON, INC.",Massachusetts,Boston,736 Cambridge St,2135,2907,(617) 789-3000,,2012,"2,218,944.64"
1730106162,220008,Sturdy Memorial Hospital Inc,Massachusetts,Attleboro,211 Park St,2703,963,(508) 236-8171,,2011,"1,973,032.32"
1730106162,220008,Sturdy Memorial Hospital Inc,Massachusetts,Attleboro,211 Park St,2703,963,(508) 236-8171,,2012,"1,447,487.45"
1477596310,220015,The Cooley Dickinson Hospital,Massachusetts,Northampton,30 Locust St,1060,2052,(413) 582-2000,,2012,"1,946,396.48"
1700816048,220065,"The Trustees of Noble Hospital, Inc.",Massachusetts,Westfield,115 W Silver St,1085,3628,(413) 568-2811,5539,2011,"1,300,820.08"
1700816048,220065,"The Trustees of Noble Hospital, Inc.",Massachusetts,Westfield,115 W Silver St,1085,3628,(413) 568-2811,5059,2012,"1,016,817.62"
1730132515,220116,"Tufts Medical Center, Inc.",Massachusetts,Boston,"800 Washington St, Box 468",2111,1526,(617) 636-7767,,2012,"2,064,329.64"
1013995133,220001,"UMassMemorial Health Care Inc., HealthAlliance Hosptials, Inc.",Massachusetts,Leominster,60 Hospital Rd,1453,2205,(978) 870-1560,,2011,"1,884,219.60"
1013995133,220001,"UMassMemorial Health Care Inc., HealthAlliance Hosptials, Inc.",Massachusetts,Leominster,60 Hospital Rd,1453,2205,(978) 870-1560,,2012,"1,392,654.27"
1538131214,220176,VHS Acquisition Subsidiary Number 7 Inc,Massachusetts,Worcester,123 Summer St,1608,1216,(508) 363-6211,,2012,"3,042,514.82"
1740252592,220175,VHS Acquisition Subsidiary Number 9 Inc,Massachusetts,Framingham,115 Lincoln St,1702,6358,(508) 383-1012,,2012,"2,285,280.00"
1790740777,220105,Winchester Hospital,Massachusetts,Winchester,41 Highland Ave,1890,,(781) 756-7800,,2011,"2,619,534.96"
1790740777,220105,Winchester Hospital,Massachusetts,Winchester,41 Highland Ave,1890,,(781) 756-7800,,2012,"2,020,461.03"
1295803377,231328,ALLEGAN GENERAL HOSPITAL,Michigan,Allegan,555 Linn Street,49010,,(269) 686-4284,,2013,"4,576,327.14"
1619914652,230036,Alpena Regional Medical Center,Michigan,Alpena,1501 W Chisholm St,49707,1401,(989) 356-7390,7264,2011,"1,917,936.28"
1619914652,230036,Alpena Regional Medical Center,Michigan,Alpena,1501 W Chisholm St,49707,1401,(989) 356-7390,7264,2012,"1,313,390.97"
1316900277,230297,Barbara Ann Karmanos Cancer Hospital,Michigan,Detroit,4100 John R St,48201,2013,(313) 578-4436,,2012,"804,040.80"
1528031226,230041,BAY REGIONAL MEDICAL CENTER,Michigan,Bay City,1900 Columbus Ave,48708,6831,(989) 894-3838,,2013,"3,329,267.76"
1306896477,231321,Bell Memorial Hospital,Michigan,Ishpeming,901 Lakeshore Dr,49849,1367,(906) 486-4431,2643,2011,"1,230,307.10"
1568416311,230117,Borgess Medical Center,Michigan,Kalamazoo,1521 Gull Rd,49048,1640,(269) 226-7000,,2012,"3,305,595.28"
1336183367,230151,Botsford General Hospital,Michigan,Farmington Hills,28050 Grand River Ave,48336,5919,(248) 471-8000,,2012,"3,038,581.72"
1083644579,230075,Bronson Battle Creek Hospital,Michigan,Battle Creek,300 North Ave,49017,3307,(269) 245-8004,,2011,"2,104,596.00"
1083644579,230075,Bronson Battle Creek Hospital,Michigan,Battle Creek,300 North Ave,49017,3307,(269) 245-8004,,2012,"1,621,026.02"
1831116441,230017,Bronson Methodist Hospital,Michigan,Kalamazoo,"601 John St, Box J",49007,5341,(269) 341-7654,,2012,"2,607,322.86"
1073568978,231329,Caro Community Hospital,Michigan,Caro,"401 N Hooper St, P.O. Box 435",48723,1476,(989) 673-3141,2242,2012,"483,379.00"
1336103043,230208,CARSON CITY HOSPITAL,Michigan,Carson City,"406 E. Elm Street, PO Box 879",48811,879,(989) 584-3971,520,2011,"1,121,447.36"
1336103043,230208,CARSON CITY HOSPITAL,Michigan,Carson City,"406 E. Elm Street, PO Box 879",48811,879,(989) 584-3971,520,2012,"936,741.45"
1619941317,230080,CENTRAL MICHIGAN COMMUNITY HOSPITAL,Michigan,Mt Pleasant,"1221 South Dr, Attention: Gregg Beeg CFO",48858,3234,(989) 772-6700,,2013,"1,225,389.41"
1346260692,231322,Charlevoix Area Hospital,Michigan,Charlevoix,14700 Lake Shore Dr,49720,1931,(231) 547-4024,,2012,"1,177,709.44"
1992761985,230259,Chelsea Community Hospital,Michigan,Chelsea,775 S Main St,48118,1370,(734) 475-3912,,2012,"949,458.90"
1295756948,230239,"Chippewa County War Memorial Hospital, Inc",Michigan,Sault Sainte Marie,500 Osborn Blvd,49783,1822,,,2012,"1,409,193.92"
1063471639,230022,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,Michigan,Coldwater,274 E Chicago St,49036,2041,(517) 279-5400,,2013,"1,536,476.06"
1588656946,230070,"Covenant Medical Center, Inc.",Michigan,Saginaw,1447 N Harrison St,48602,4727,(989) 583-6000,,2011,"4,008,129.84"
1588656946,230070,"Covenant Medical Center, Inc.",Michigan,Saginaw,1447 N Harrison St,48602,4727,(989) 583-6000,,2012,"2,558,431.58"
1437176203,230254,Crittenton Hospital,Michigan,Rochester,1101 W University Dr,48307,1863,(248) 652-5214,,2012,"2,588,098.26"
1417044660,231324,Eaton Rapids Medical Center,Michigan,Eaton Rapids,1500 S Main St,48827,1952,(517) 663-2671,569,2011,"691,364.68"
1861475360,230217,Ella E. M. Brown Charitable Circle,Michigan,Marshall,200 N Madison St,49068,1143,(269) 789-3921,,2011,"1,273,487.04"
1861475360,230217,Ella E. M. Brown Charitable Circle,Michigan,Marshall,200 N Madison St,49068,1143,(269) 789-3921,,2012,"955,115.28"
1578550174,230244,GARDEN CITY HOSPITAL,Michigan,Garden City,6245 Inkster Rd,48135,4001,(734) 421-3300,,2013,"2,256,149.18"
1407877723,230197,GENESYS REGIONAL MEDICAL CENTER,Michigan,Grand Blanc,1 Genesys Pkwy,48439,8065,(810) 603-8695,,2012,"4,041,215.88"
1831132133,230066,Hackley Hospital,Michigan,Muskegon,1700 Clinton St,49442,5502,(231) 728-4809,,2011,"1,771,598.24"
1831132133,230066,Hackley Hospital,Michigan,Muskegon,1700 Clinton St,49442,5502,(231) 728-4809,,2012,"1,314,994.64"
1124089743,231313,HARBOR BEACH COMMUNITY HOSPITAL INC,Michigan,Harbor Beach,210 S 1st St,48441,1236,(989) 479-3201,,2012,"213,707.00"
1023114634,230047,HENRY FORD MACOMB HOSPITAL CORPORATION,Michigan,Clinton Twp,15855 Nineteen Mile Road,48038,,(586) 263-2848,,2012,"4,004,944.74"
1154367001,231316,"Hills & Dales General Hospital, INC.",Michigan,Cass City,4675 Hill St,48726,1008,(989) 872-2121,,2011,"456,098.96"
1154367001,231316,"Hills & Dales General Hospital, INC.",Michigan,Cass City,4675 Hill St,48726,1008,(989) 872-2121,,2012,"23,357.97"
1730115940,230037,Hillsdale Community Health Center,Michigan,Hillsdale,168 S Howell St,49242,2040,(517) 437-4451,,2012,"1,538,538.88"
1871672618,230072,HOLLAND COMMUNITY HOSPITAL,Michigan,Holland,602 Michigan Ave,49423,4918,(616) 392-5141,,2013,"1,861,149.48"
1598717480,230132,Hurley Medical Center,Michigan,Flint,1 Hurley Plz,48503,5902,(810) 262-9905,,2012,"1,758,739.84"
1518991744,230118,HURON MEMORIAL HOSPITAL,Michigan,Bad Axe,1100 S Van Dyke Rd,48413,9615,(989) 269-9521,4431,2011,"1,213,506.16"
1134104672,230167,INGHAM REGIONAL MEDICAL CENTER,Michigan,Lansing,401 W Greenlawn Ave,48910,2819,(517) 975-7559,,2013,"3,007,504.99"
1700994845,230078,Lakeland Community Hospital Watervliet,Michigan,Coloma,6701 Paw Paw Ave,49038,9519,,,2012,"1,166,800.00"
1134220031,230021,"LAKELAND HOSPITAL AT NILES AND ST JOSEPH, INC",Michigan,Saint Joseph,1234 Napier Ave,49085,2112,(269) 556-7123,,2012,"3,392,070.78"
1285662981,231320,"Lakeshore Community Hospital, Inc.",Michigan,Shelby,72 S State St,49455,1228,(231) 861-2156,,2011,0
1285662981,231320,"Lakeshore Community Hospital, Inc.",Michigan,Shelby,72 S State St,49455,1228,(231) 861-2156,,2012,"580,378.83"
1205824737,230193,LAPEER REGIONAL MEDICAL CENTER,Michigan,Lapeer,"1375 N Main St, Attention: Mary Beth Callahan",48446,1350,(810) 667-5500,,2013,"1,889,967.28"
1346325214,231330,Marlette Regional Hospital,Michigan,Marlette,2770 Main St,48453,1141,(989) 635-4000,,2011,"1,429,433.65"
1497750608,231314,McKenzie Memorial Hospital,Michigan,Sandusky,120 N Delaware St,48471,1009,(810) 648-6186,,2012,"549,328.35"
1316945991,230093,Mecosta County Medical Center,Michigan,Big Rapids,605 Oak St,49307,2048,(231) 796-8691,4279,2012,"1,094,507.08"
1063414233,230121,Memorial Hospital,Michigan,Owosso,826 W King St,48867,2120,(989) 729-4688,,2012,"1,464,362.04"
1225066327,230004,Mercy Hospital - Muskegon SMHC,Michigan,Muskegon,1500 E Sherman Blvd,49444,1849,(231) 728-4010,,2011,"2,574,383.36"
1225066327,230004,Mercy Hospital - Muskegon SMHC,Michigan,Muskegon,1500 E Sherman Blvd,49444,1849,(231) 728-4010,,2012,"1,949,827.59"
1003908625,230081,MERCY HOSPITAL CADILLAC,Michigan,Cadillac,400 Hobart St,49601,2331,(231) 876-7804,,2012,"1,600,823.32"
1285726828,230058,MERCY HOSPITAL GRAYLING,Michigan,Grayling,1100 E Michigan Ave,49738,1312,(231) 876-7804,,2012,"1,655,178.80"
1811097223,230099,MERCY MEMORIAL HOSPITAL CORPORATION,Michigan,Monroe,718 N Macomb St,48162,7815,(734) 240-4440,,2013,"1,949,367.20"
1619923919,230236,Metropolitan Hospital,Michigan,Wyoming,5900 Byron Center Ave SW,49519,,(616) 252-7200,,2012,"1,393,503.30"
1568414589,230180,MidMichigan Medical Center-Clare,Michigan,Clare,703 N McEwan St,48617,1440,(989) 802-5000,,2012,"1,492,382.08"
1235248071,231325,MidMichigan Medical Center-Gladwin,Michigan,Gladwin,515 Quarter St,48624,1959,(989) 426-9286,,2012,"1,053,232.00"
1023097771,230030,MidMichigan Medical Center-Gratiot,Michigan,Alma,300 E Warwick Dr,48801,1014,(989) 463-1101,,2012,"1,686,219.66"
1902841414,230222,MidMichigan Medical Center-Midland,Michigan,Midland,4000 Wellness Drive,48670,1,(989) 839-3000,,2012,"2,575,148.10"
1952307852,230097,Munson Medical Center,Michigan,Traverse City,1105 6th St,49684,2345,(231) 935-5199,,2012,"3,996,663.48"
1548266778,230106,Newaygo County General Hospital Association,Michigan,Fremont,212 S Sullivan St,49412,,(231) 924-1348,,2012,"1,101,750.66"
1942379284,230174,North Ottawa Community Hospital,Michigan,Grand Haven,1309 Sheldon Rd,49417,2404,(616) 842-3600,,2011,"1,130,388.48"
1942379284,230174,North Ottawa Community Hospital,Michigan,Grand Haven,1309 Sheldon Rd,49417,2404,(616) 842-3600,,2012,"980,388.57"
1992812580,230105,Northern Michigan Regional Hospital,Michigan,Petoskey,416 Connable Ave,49770,,(231) 487-7684,,2012,"1,829,901.84"
1295785285,230142,OAKWOOD HEALTHCARE INC,Michigan,Wayne,33155 Annapolis St.,48184,,(734) 467-4000,,2013,"2,112,809.54"
1740230119,230020,OAKWOOD HEALTHCARE INC,Michigan,Dearborn,"18101 Oakwood Blvd., P.O. Box 2500",48124,4085,(313) 593-7000,,2013,"3,674,968.38"
1124028972,230133,OTSEGO MEMORIAL HOSPITAL,Michigan,Gaylord,825 N Center Ave,49735,1592,(989) 731-2100,,2012,"1,309,131.12"
1023001146,230040,PENNOCK HOSPITAL BOARD OF TRUSTEES,Michigan,Hastings,1009 W Green St,49058,1710,(269) 945-3451,,2012,"1,562,654.40"
1376564088,230207,PONTIAC OSTEOPATHIC HOSPITAL,Michigan,Pontiac,50 N Perry St,48342,2217,(248) 338-5000,,2013,"1,620,999.92"
1982685384,230216,PORT HURON HOSPITAL,Michigan,Port Huron,1221 Pine Grove Ave,48060,3511,(810) 987-5000,,2013,"2,637,619.04"
1144210253,230019,Providence Hospital and Medical Centers Inc,Michigan,Southfield,16001 W 9 Mile Rd,48075,4818,(248) 746-5896,,2011,"3,662,227.98"
1144210253,230019,Providence Hospital and Medical Centers Inc,Michigan,Southfield,16001 W 9 Mile Rd,48075,4818,(248) 746-5896,,2012,"2,848,434.93"
1437259843,231323,Reed City Hospital Corporation,Michigan,Reed City,300 N Patterson Rd,49677,8041,(231) 832-3271,,2012,"559,926.77"
1093748642,230069,Saint Joseph Mercy Livingston Hospital,Michigan,Howell,620 Byron Rd,48843,1002,(517) 545-6000,,2011,"1,639,142.08"
1093748642,230069,Saint Joseph Mercy Livingston Hospital,Michigan,Howell,620 Byron Rd,48843,1002,(517) 545-6000,,2012,"1,247,417.67"
1639111057,230059,Saint Mary's Health Services,Michigan,Grand Rapids,200 Jefferson Ave SE,49503,4502,(616) 685-6773,,2011,"2,908,860.10"
1639111057,230059,Saint Mary's Health Services,Michigan,Grand Rapids,200 Jefferson Ave SE,49503,4502,(616) 685-6773,,2012,"2,053,686.36"
1437102993,231310,SCHEURER HOSPITAL,Michigan,Pigeon,170 N Caseville Rd,48755,9704,(989) 453-5225,,2011,"458,437.27"
1700805157,231303,Schoolcraft Memorial Hospital,Michigan,Manistique,500 Main St,49854,1522,(906) 341-2153,,2011,"262,707.00"
1790785095,230301,SOUTHFIELD REHABILITATION COMPANY,Michigan,Southfield,22401 Foster Winter Drive,48075,3724,(248) 423-5100,,2013,"1,673,200.00"
1922090554,230038,Spectrum Health Hospitals,Michigan,Grand Rapids,"100 Michigan St NE, MC 406",49503,2560,(616) 391-1774,,2012,"2,818,176.48"
1538102173,231317,Spectrum Health Kelsey,Michigan,Lakeview,418 Washington St,48850,9806,(989) 352-7211,,2012,"621,240.00"
1457304495,230035,Spectrum Health United,Michigan,Greenville,615 S Bower St,48838,2614,(616) 754-4691,,2012,"1,500,042.40"
1922058551,231337,ST FRANCIS HOSPITAL,Michigan,Escanaba,3409 Ludington St,49829,4212,(309) 655-4886,,2012,"1,287,075.77"
1124099858,230195,ST JOHN MACOMB OAKLAND HOSPITAL,Michigan,Warren,11800 E 12 Mile Road,48093,,(586) 573-5000,,2013,"4,421,555.82"
1780658443,230156,St Joseph Mercy Hospital,Michigan,Ypsilanti,"5333 McAuley Dr, Suite 4001",48197,1014,(734) 712-3980,,2011,"3,690,256.86"
1780658443,230156,St Joseph Mercy Hospital,Michigan,Ypsilanti,"5333 McAuley Dr, Suite 4001",48197,1014,(734) 712-3980,,2012,"2,729,949.21"
1790706901,230002,St Mary Mercy Hospital,Michigan,Livonia,36475 5 Mile Rd,48154,1971,(734) 655-4800,,2011,"3,569,100.24"
1790706901,230002,St Mary Mercy Hospital,Michigan,Livonia,36475 5 Mile Rd,48154,1971,(734) 655-4800,,2012,"2,788,216.02"
1023088168,230165,St. John Hospital and Medical Center,Michigan,Detroit,22101 Moross,48236,,(313) 343-4000,,2011,"3,322,059.30"
1023088168,230165,St. John Hospital and Medical Center,Michigan,Detroit,22101 Moross,48236,,(313) 343-4000,,2012,"2,534,065.56"
1053356352,230029,ST. JOSEPH MERCY HOSPITAL CRNA GROUP,Michigan,Pontiac,44405 Woodward Ave,48341,5023,(248) 858-6174,,2011,"3,513,326.30"
1053356352,230029,ST. JOSEPH MERCY HOSPITAL CRNA GROUP,Michigan,Pontiac,44405 Woodward Ave,48341,5023,(248) 858-6174,,2012,"2,232,058.41"
1255346961,230031,St. Joseph Mercy Port Huron,Michigan,Port Huron,2601 Electric Ave,48060,6518,(810) 985-1500,,2011,"1,782,116.22"
1255346961,230031,St. Joseph Mercy Port Huron,Michigan,Port Huron,2601 Electric Ave,48060,6518,(810) 985-1500,,2012,"1,379,582.28"
1548268436,230071,STRAITH HOSPITAL FOR SPECIAL SURGERY,Michigan,Southfield,23901 Lahser Rd,48033,6035,(248) 357-3360,,2013,"1,906,688.00"
1598099699,230096,"Sturgis Hospital, Inc.",Michigan,Sturgis,916 Myrtle St,49091,2326,(269) 651-7824,4400,2011,"1,419,756.26"
1598099699,230096,"Sturgis Hospital, Inc.",Michigan,Sturgis,916 Myrtle St,49091,2326,(269) 651-7824,4400,2012,"1,064,817.20"
1386626075,230015,Three Rivers Health Authority,Michigan,Three Rivers,"701 S Health Pkwy, Medical Staff Office",49093,8352,(269) 273-9789,,2012,"1,240,624.00"
1619289998,230273,VHS Detroit Receiving Hospital Inc,Michigan,Detroit,4201 Saint Antoine St,48201,2153,(313) 745-3000,,2011,"1,939,631.04"
1619289998,230273,VHS Detroit Receiving Hospital Inc,Michigan,Detroit,4201 Saint Antoine St,48201,2153,(313) 745-3000,,2012,"1,378,821.56"
1427360700,230104,VHS Harper-Hutzel Hospital Inc,Michigan,Detroit,3990 John R St,48201,2018,(313) 745-8040,,2011,"2,576,594.88"
1427360700,230104,VHS Harper-Hutzel Hospital Inc,Michigan,Detroit,3990 John R St,48201,2018,(313) 745-8040,,2012,"1,930,127.24"
1922310200,230277,VHS Huron Valley-Sinai Hospital Inc,Michigan,Commerce Township,1 William Carls Dr,48382,2201,(248) 937-3300,,2011,"2,100,606.30"
1922310200,230277,VHS Huron Valley-Sinai Hospital Inc,Michigan,Commerce Township,1 William Carls Dr,48382,2201,(248) 937-3300,,2012,"1,559,976.00"
1760794044,230024,VHS Sinai-Grace Hospital Inc,Michigan,Detroit,6071 W Outer Dr,48235,2624,(313) 966-3300,,2011,"3,068,163.28"
1760794044,230024,VHS Sinai-Grace Hospital Inc,Michigan,Detroit,6071 W Outer Dr,48235,2624,(313) 966-3300,,2012,"2,094,803.37"
1053403402,230092,"W.A. Foote Memorial Hospital, Inc.",Michigan,Jackson,"205 N. East Ave, 7th FL One Jackson Square",49201,,(517) 788-4713,,2012,"3,355,523.40"
1396732103,230095,West Branch Regional Medical Center,Michigan,West Branch,2463 S M 30,48661,9312,(989) 345-3660,,2012,"1,537,643.36"
1407949191,231335,WEST SHORE MEDICAL CENTER,Michigan,MANISTEE,1465 E PARKDALE AVE,49660,9785,(231) 398-1000,,2012,"1,705,686.31"
1306825997,230269,WILLIAM BEAUMONT HOSPITAL,Michigan,Troy,44201 Dequindre,48085,,(248) 551-9870,,2011,"3,960,660.00"
1689653305,230130,WILLIAM BEAUMONT HOSPITAL,Michigan,Royal Oak,3601 W 13 Mile Rd,48073,6712,(248) 551-9870,,2011,"4,022,040.00"
1932396017,230089,WILLIAM BEAUMONT HOSPITAL,Michigan,Grosse Pointe,468 Cadieux,48230,,(248) 551-9870,,2011,"2,862,226.12"
1306825997,230269,WILLIAM BEAUMONT HOSPITAL,Michigan,Troy,44201 Dequindre,48085,,(248) 551-9870,,2012,"2,881,400.72"
1689653305,230130,WILLIAM BEAUMONT HOSPITAL,Michigan,Royal Oak,3601 W 13 Mile Rd,48073,6712,(248) 551-9870,,2012,"2,834,579.75"
1932396017,230089,WILLIAM BEAUMONT HOSPITAL,Michigan,Grosse Pointe,468 Cadieux,48230,,(248) 551-9870,,2012,"1,961,189.15"
1275536344,230003,ZEELAND COMMUNITY HOSPITAL,Michigan,Zeeland,8333 Felch St,49464,1698,(616) 772-4644,7567,2013,"1,299,029.76"
1942277835,241305,"Aitkin Community Hospital, Inc.",Minnesota,Aitkin,200 Bunker Hill Dr,56431,1865,(218) 927-2121,3981,2012,"730,384.28"
1538123567,240076,Allina Health System,Minnesota,Minneapolis,800 E 28th St,55407,3723,(612) 262-4719,,2011,"1,074,145.68"
1568427383,240020,Allina Health System,Minnesota,Minneapolis,800 E 28th St,55407,3723,(612) 262-4719,,2011,"873,346.20"
1285691725,521349,Allina Health System,Minnesota,Minneapolis,800 E 28th St,55407,3723,(612) 262-4719,,2011,0
1558328435,241378,Allina Health System,Minnesota,Minneapolis,800 E 28th St,55407,3723,(612) 262-4719,,2011,0
1760446256,240057,Allina Health System,Minnesota,Minneapolis,800 E 28th St,55407,3723,(612) 262-4719,,2011,"3,174,907.68"
1457319527,240196,Allina Health System,Minnesota,Minneapolis,800 E 28th St,55407,3723,(612) 262-4719,,2011,"1,121,800.00"
1316904287,240115,Allina Health System,Minnesota,Minneapolis,800 E 28th St,55407,3723,(612) 262-4719,,2011,"2,802,154.10"
1083672950,240132,Allina Health System,Minnesota,Minneapolis,800 E 28th St,55407,3723,(612) 262-4719,,2011,"2,097,598.68"
1457319485,240038,Allina Health System,Minnesota,Minneapolis,800 E 28th St,55407,3723,(612) 262-4719,,2011,"2,909,270.34"
1528025632,240069,Allina Health System,Minnesota,Minneapolis,800 E 28th St,55407,3723,(612) 262-4719,,2011,"940,029.32"
1457319485,240038,Allina Health System,Minnesota,Minneapolis,800 E 28th St,55407,3723,(612) 262-4719,,2012,"2,193,419.12"
1760446256,240057,Allina Health System,Minnesota,Minneapolis,800 E 28th St,55407,3723,(612) 262-4719,,2012,"2,522,599.20"
1568427383,240020,Allina Health System,Minnesota,Minneapolis,800 E 28th St,55407,3723,(612) 262-4719,,2012,"736,717.95"
1538123567,240076,Allina Health System,Minnesota,Minneapolis,800 E 28th St,55407,3723,(612) 262-4719,,2012,"798,355.26"
1457319527,240196,Allina Health System,Minnesota,Minneapolis,800 E 28th St,55407,3723,(612) 262-4719,,2012,"705,750.00"
1316904287,240115,Allina Health System,Minnesota,Minneapolis,800 E 28th St,55407,3723,(612) 262-4719,,2012,"2,448,109.44"
1083672950,240132,Allina Health System,Minnesota,Minneapolis,800 E 28th St,55407,3723,(612) 262-4719,,2012,"1,629,056.16"
1528025632,240069,Allina Health System,Minnesota,Minneapolis,800 E 28th St,55407,3723,(612) 262-4719,,2012,"834,472.26"
1578590626,241341,Appleton Municipal Hospital and Nursing Home,Minnesota,Appleton,30 S Behl St,56208,1616,(320) 289-2422,318,2011,"373,879.38"
1578590626,241341,Appleton Municipal Hospital and Nursing Home,Minnesota,Appleton,30 S Behl St,56208,1616,(320) 289-2422,318,2012,"101,352.70"
1427041052,241362,"CENTRACARE HEALTH SYSTEM - NR, LLC",Minnesota,Monticello,1013 Hart Blvd,55362,8575,(763) 295-2945,,2012,"1,033,322.29"
1407889991,241368,CENTRACARE HEALTH SYSTEM - SAUK CENTRE,Minnesota,Sauk Centre,425 Elm St N,56378,1010,(320) 352-2221,,2012,"735,104.05"
1003869082,241364,COMMUNITY MEMORIAL HOSPITAL ASSOCIATION,Minnesota,Cloquet,512 Skyline Blvd,55720,3787,(218) 879-4641,,2012,"496,545.94"
1598860215,241366,County of Meeker,Minnesota,Litchfield,612 S Sibley Ave,55355,3340,(320) 693-4512,,2012,"487,787.25"
1053497214,241319,County of Murray,Minnesota,Slayton,2042 Juniper Ave,56172,1017,(507) 836-1277,,2011,"463,828.43"
1164424305,240030,Douglas County Hospital,Minnesota,Alexandria,111 17th Ave E,56308,3703,(320) 762-1511,,2012,"1,698,878.88"
1083617120,240084,ESSENTIA HEALTH VIRGINIA LLC,Minnesota,Virginia,901 9th St N,55792,2348,(218) 749-9471,,2011,"1,332,721.60"
1083617120,240084,ESSENTIA HEALTH VIRGINIA LLC,Minnesota,Virginia,901 9th St N,55792,2348,(218) 749-9471,,2012,"955,514.07"
1942246848,241372,EVANGELICAL LUTHERAN CHURCH IN AMERICA,Minnesota,Madison,820 3rd Ave,56256,1014,(320) 598-7536,165,2012,"151,544.58"
1922085299,240141,Fairview Health Services,Minnesota,Minneapolis,2450 Riverside Ave,55454,1450,(612) 672-6000,,2012,"937,908.72"
1699752915,240078,Fairview Health Services,Minnesota,Minneapolis,2450 Riverside Ave,55454,1450,(612) 672-6000,,2012,"2,579,679.96"
1245217520,240207,Fairview Health Services,Minnesota,Minneapolis,2450 Riverside Ave,55454,1450,(612) 672-6000,,2012,"1,547,806.00"
1013994359,240080,Fairview Health Services,Minnesota,Minneapolis,2450 Riverside Ave,55454,1450,(612) 672-6000,,2012,"1,771,552.62"
1083692941,,Fairview Health Services,Minnesota,Minneapolis,2450 Riverside Ave,55454,1450,(612) 672-6000,,2012,"1,299,204.10"
1538178520,241376,GLACIAL RIDGE HOSPITAL DISTRICT,Minnesota,Glenwood,10 4th Ave SE,56334,1820,(320) 634-4521,,2011,"170,391.63"
1538178520,241376,GLACIAL RIDGE HOSPITAL DISTRICT,Minnesota,Glenwood,10 4th Ave SE,56334,1820,(320) 634-4521,,2012,0
1134186273,240063,HealthEast St Josephs Hospital,Minnesota,Saint Paul,45 10th Street West,55102,1004,(651) 232-3000,,2012,"2,136,437.66"
1447218482,240210,HealthEast St. John's Hospital,Minnesota,Maplewood,1575 Beam Ave,55109,1126,(651) 232-7000,,2012,"2,283,589.26"
1356309322,240213,HealthEast Woodwinds Hospital,Minnesota,Woodbury,1925 Woodwinds Dr,55125,2270,(651) 232-1650,,2012,"1,407,727.86"
