PROVIDER NPI,PROVIDER CCN,PROVIDER - ORG NAME,PROVIDER STATE,PROVIDER CITY,PROVIDER  ADDRESS,PROVIDER ZIP 5 CD,PROVIDER ZIP 4 CD,PROVIDER PHONE NUM,PROVIDER PHONE EXT,PROGRAM YEAR 2011,PROGRAM YEAR 2012,PROGRAM YEAR 2013,geo.provider,geo.updated_at,geo.data.types.0,geo.data.geometry.location.lat,geo.data.geometry.location.lng,general.hospital_type,general.hospital_owner,general.emergency_services,general.country_name,hcahps.survey_response_rate_percent,hcahps.number_of_completed_surveys,hcahps.percent_of_patients_who_reported_yes_they_would_definitely_recommend_the_hospital_
1477535326,"261324","Cass Regional Medical Center","Missouri","Harrisonville","2800 E Rock Haven Rd","64701","4411",8163805888,6610,"FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Government - Local",true,,,"Not Available",
1720039605,"261323","Cedar County Memorial Hospital","Missouri","El Dorado Springs","1401 S. Park Stret","64744","",4178763097,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1942247044,"260095","CENTERPOINT MEDICAL CENTER OF INDEPENDENCE, LLC","Missouri","Independence","19600 E 39th St S","64057","2301",8165084074,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"36","300 or more","65"
1639186760,"260180","CHRISTIAN HOSPITAL NORTHEAST- NORTHWEST","Missouri","Saint Louis","11133 Dunn Rd","63136","6119",3146535000,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"32","300 or more","63"
1003981549,"260195","Citizens Memorial Hospital District","Missouri","Bolivar","1500 N Oakland Ave","65613","3011",4173266000,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"40","300 or more","70"
1942279500,"261303","COMMUNITY HOSPITAL ASSOCIATION","Missouri","Fairfax","26136 US HIGHWAY 59","64446","8155",6606862318,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",false,,"39","Between 100 and 299","74"
1699769901,"260141","Curators of the University of Missouri","Missouri","Columbia","One Hospital Drive, DC 026.00","65212","0001",5738824141,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - State",true,,"29","300 or more","74"
1801990825,"260160","DEXTER HOSPITAL LLC","Missouri","Dexter","1200 N. One Mile Road","63841","",7709337048,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"27","Between 100 and 299","61"
1609870310,"261322","EXCELSIOR SPRINGS CITY HOSPITAL","Missouri","Excelsior Springs","1700 Rainbow Blvd","64024","1182",8166292790,"","TRUE","FALSE","FALSE",,,,,,,,,,,,
1417991159,"261307","General John J. Pershing Memorial Hospital Association","Missouri","Brookfield","130 E Lockling St, Attn: IT Director","64628","2337",6602581277,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
1710075361,"260175","Golden Valley Memorial Hospital District","Missouri","Clinton","1600 N 2nd St","64735","1192",6608907123,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"36","300 or more","64"
1033110267,"260209","HealthMont of Missouri LLC","Missouri","Fulton","10 S Hospital Dr","65251","2510",7709337048,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"20","Fewer than 100","48"
1033110267,"260209","HealthMont of Missouri LLC","Missouri","Fulton","10 S Hospital Dr","65251","2510",4047884861,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1437259694,"260006","Heartland Regional Medical Center","Missouri","Saint Joseph","5325 Faraon St","64506","3488",8162717907,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"33","300 or more","66"
1962578609,"261314","Hermann Area Hospital District","Missouri","Hermann","509 West 18th Street, P. O. Box 470","65041","0470",5734862191,216,"FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,,"Not Available",
1508859661,"260023","Jefferson Memorial Hospital Association","Missouri","Festus","1400 Highway 61","63028","4100","(636) 933-1000",1107,"FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"32","300 or more","65"
1205883980,"260015","Kennett HMA LLC","Missouri","Kennett","1301 1st St","63857","2525",5738888421,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"17","300 or more","55"
1104899442,"260022","Kirksville Missouri Hospital Company LLC","Missouri","Edina","205 S 5th St","63537","1526",6603972400,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"36","300 or more","69"
1386619450,"260186","Lake Regional Health System","Missouri","Osage Beach","54 Hospital Drive","65065","3050",5733488000,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"33","300 or more","69"
1093740128,"260040","Lester E Cox Medical Centers","Missouri","Springfield","1423 N. Jefferson","65802","1917",4172693000,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"33","300 or more","71"
1689667750,"261319","Lincoln County Memorial Hospital","Missouri","Troy","1000 East Cherry Street","63379","",6365283327,"","TRUE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Government - Local",true,,"30","Between 100 and 299","58"
1548215106,"261313","Macon County Samaritan Hospital","Missouri","Macon","1205 N Missouri St","63552","2095",6603858700,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1467543090,"261316","Mercy Hospital Aurora","Missouri","Aurora","500 Porter Ave","65605","2365",4176782122,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Church",true,,,"Not Available",
1285676932,"261317","Mercy Hospital Cassville","Missouri","Cassville","94 Main St","65625","1610",4178476000,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Church",true,,,"Not Available",
1700112745,"260001","Mercy Hospital Joplin","Missouri","Joplin","2727 McClelland Blvd","64804","1626",4177812727,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,,"Not Available",
1447284898,"260059","Mercy Hospital Lebanon","Missouri","Lebanon","100 Hospital Dr","65536","9210",4175336100,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"30","300 or more","64"
1578504056,"260065","Mercy Hospital Springfield","Missouri","Springfield","1235 E Cherokee St","65804","2203",4178202000,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"40","300 or more","80"
1285664177,"260052","MERCY HOSPITALS EAST COMMUNITIES","Missouri","Washington","901 E 5th St","63090","3127",6362398000,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"37","300 or more","70"
1427098169,"260020","MERCY HOSPITALS EAST COMMUNITIES","Missouri","Saint Louis","615 S New Ballas Rd","63141","8221",3143643308,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"37","300 or more","82"
1023053477,"261335","Mercy St. Francis Hospital","Missouri","Mountain View","100 West Highway 60","65548","8542",4179347000,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
1225085871,"260190","Midwest Division - LSH, LLC","Missouri","Lees Summit","2100 SE Blue Pkwy","64063","1007",8165084074,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"37","300 or more","73"
1063470763,"260214","Midwest Division - RBH, LLC","Missouri","Belton","17065 S 71 Hwy","64012","2165",8165084074,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"34","300 or more","64"
1134187842,"260027","Midwest Division - RMC, LLC","Missouri","Kansas City","2316 E Meyer Blvd","64132","1136",8165084074,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"32","300 or more","67"
1487663506,"260108","MISSOURI BAPTIST MEDICAL CENTER","Missouri","Saint Louis","3015 N Ballas Rd","63131","2329",3149965000,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"42","300 or more","75"
1770554305,"260074","MOBERLY HOSPITAL COMPANY LLC","Missouri","Moberly","1517 Union Ave Ste C","65270","9471",6602636500,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"35","300 or more","60"
1942283866,"260061","NEVADA CITY HOSPITAL","Missouri","Nevada","800 s ash","64772","",4176673355,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Government - Local",true,,"21","Between 100 and 299","62"
1811036726,"260177","New Liberty Hospital District","Missouri","Liberty","2525 Glenn Hendren Dr","64068","9625",8167927001,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"33","300 or more","76"
1629062799,"260096","North Kansas City Hospital","Missouri","North Kansas City","2800 Clay Edwards Dr","64116","3220",8166912000,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Local",true,,"36","300 or more","81"
1831115641,"260078","Ozarks Medical Center","Missouri","West Plains","1100 N Kentucky Ave","65775","2029",4172569111,6064,"FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"31","300 or more","61"
1437179710,"260070","Pemiscot County Memorial Hospital","Missouri","Hayti","946 E Reed St","63851","",5733591372,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"15","Between 100 and 299","33"
1982699328,"261311","PERRY COUNTY HEALTH SYSTEM","Missouri","Perryville","434 N West St","63775","1359",5735472530,3255,"FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Government - Local",true,,,"Not Available",
1891766051,"260017","PHELPS COUNTY REGIONAL MEDICAL CENTER","Missouri","Rolla","1000 W 10th St","65401","2905",5734588899,7919,"TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Local",true,,"26","300 or more","69"
1205837218,"261333","Pike County Memorial Hospital","Missouri","Louisiana","2305 W. Georgia St","63353","2559",5737545531,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Government - Local",true,,,"Not Available",
1700831724,"260119","Poplar Bluff Regional Medical Center LLC","Missouri","Poplar Bluff","2620 N Westwood Blvd","63901","3396",5736865311,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"26","300 or more","40"
1508938044,"260219","PROGRESS WEST HEALTHCARE CENTER","Missouri","O'Fallon","2 Progress Point Parkway","63368","",3149963628,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"35","300 or more","78"
1174523948,"260080","ripley county memorial hospital","Missouri","Doniphan","109 Plum St","63935","1277",5739962141,222,"FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Local",true,,"30","Fewer than 100","59"
1548234370,"260211","Saint Lukes Cancer Institute LLC","Missouri","Kansas City","4401 Wornall Rd","64111","3220",8169323300,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",false,,"32","Fewer than 100","79"
1053353490,"260216","SAINT LUKES EAST HOSPITAL","Missouri","Lees Summit","100 NE Saint Lukes Blvd","64086","6000",8163475000,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"36","300 or more","85"
1912948308,"261321","Saint Lukes Hospital of Chillicothe","Missouri","Chillicothe","100 Central Ave","64601","1551",6606461480,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"32","Between 100 and 299","73"
1841274057,"261309","Saint Lukes Hospital of Trenton","Missouri","Trenton","191 Iowa Blvd","64683","8343",6603585700,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"28","Between 100 and 299","68"
1942241799,"260062","SAINT LUKES NORTHLAND HOSPITAL CORPORATION","Missouri","Smithville","601 S US Highway169","64089","9317",8168806000,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"33","300 or more","79"
1639177561,"261318","Salem Memorial Hospital","Missouri","Salem","35629 HWY 72","65560","0774",5737296626,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,,"Not Available",
1083624647,"261310","SCOTLAND COUNTY MEMORIAL HOSPITAL","Missouri","Memphis","450 E Sigler Ave","63555","1726",6604658511,"","TRUE","FALSE","FALSE",,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,,"Not Available",
1114924768,"260207","SGOH ACQUISITION INC","Missouri","Springfield","2828 N National Ave","65803","4306",4178374000,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"34","Between 100 and 299","75"
1568643005,"041331","SGOH ACQUISITION INC","Missouri","Springfield","2828 N National Ave","65803","4306",4178374000,"","TRUE","FALSE","FALSE",,,,,,,,,,,,
1760443980,"260094","Skaggs Community Hospital Association","Missouri","Branson","251 Skaggs Rd","65616","2031",4173357000,7227,"FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"36","300 or more","66"
1598835308,"260104","SSM Health Care St. Louis","Missouri","Bridgeton","12303 De Paul Dr","63044","2512",3143446000,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"33","300 or more","76"
1851496152,"260081","SSM Health Care St. Louis","Missouri","Fenton","1015 Bowles Ave","63026","2394",6364962502,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"40","300 or more","82"
1659331866,"260050","SSM Regional Health Services","Missouri","Maryville","2016 S Main Street","64468","2655",6605622525,4209,"FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"30","Between 100 and 299","66"
1467521146,"260005","SSM St. Joseph Health Center","Missouri","Saint Charles","300 1st Capitol Dr","63301","2844",6369475000,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"38","300 or more","74"
1871665380,"260200","SSM St. Joseph Hospital West","Missouri","Lake St Louis","100 Medical Plz","63367","1366",6366255200,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"35","300 or more","81"
1962572396,"260091","SSM St. Mary's Health Center","Missouri","Saint Louis","6420 Clayton Rd","63117","1811",3147688000,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"25","300 or more","73"
1912109919,"260210","ST ALEXIUS HOSPITAL CORPORATION 1","Missouri","Saint Louis","3933 S Broadway","63118","4601",3142567168,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Proprietary",true,,"30","300 or more","57"
1063494177,"260138","ST LUKES HOSPITAL OF KANSAS CITY","Missouri","Kansas City","4401 Wornall Rd","64111","3220",8169322000,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"35","300 or more","81"
1568481984,"260077","St. Anthony's Medical Center","Missouri","Saint Louis","10010 Kennerly Rd, ATTN: John Skeans, CFO","63128","2106",3145251000,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"30","300 or more","68"
1588747554,"260147","St. Clair County Hospital District #1","Missouri","Osceola","700 Giesler Rd","64776","6279",4176468181,5050,"TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",false,,"42","Fewer than 100","58"
1396747960,"260085","St. Joseph Medical Center","Missouri","Kansas City","1000 Carondelet Dr","64114","4673",8169432237,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"32","300 or more","69"
1346251543,"260179","St. Luke's Episcopal Presbyterian Hospital","Missouri","Chesterfield","232 S Woods Mill Rd","63017","3417",3144341500,2422,"FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"41","300 or more","86"
1487656054,"260193","St. Mary's Medical Center","Missouri","Blue Springs","201 NW R D Mize Rd","64014","2518",8169432821,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"35","300 or more","73"
1073587655,"261330","Ste Genevieve County Memorial Hospital","Missouri","Ste Genevieve","800 Ste Genevieve Dr","63670","1434",5738834478,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Other",true,,"33","Between 100 and 299","65"
1407886385,"260176","TENET HEALTHSYSTEM DI, INC.","Missouri","Saint Louis","2345 Dougherty Ferry Rd","63122","3313",3149669100,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"49","300 or more","74"
1598797094,"260105","TENET HEALTHSYSTEM SL, INC.","Missouri","Saint Louis","3635 Vista Ave","63110","2539",3145778000,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"38","300 or more","72"
1790740363,"260024","Texas County Memorial Hospital","Missouri","Houston","1333 S Sam Houston Blvd","65483","",4179673311,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"32","300 or more","63"
1376686600,"260102","Truman Medical Center, Incorporated","Missouri","Lees Summit","7900 Lees Summit Road","64139","1246",8164047000,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"20","300 or more","73"
1467595793,"260048","Truman Medical Center, Incorporated","Missouri","Kansas City","2301 Holmes St","64108","2640",8164041000,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"16","300 or more","60"
1881650737,"270012","Benefis Hospitals, Inc.","Montana","Great Falls","1101 26th St S","59405","5161",4064555000,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"37","300 or more","67"
1265478291,"270004","Billings Clinic","Montana","Billings","801 N 29th St","59101","0905",4066574229,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"40","300 or more","80"
1720079619,"270057","Bozeman Deaconess Health Services","Montana","Bozeman","915 Highland Blvd","59715","6902",4065855000,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"39","300 or more","78"
1790798387,"271345","Central Montana Medical Facilities, Inc","Montana","Lewistown","408 Wendell Ave","59457","2261",4065357711,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
1205887924,"271335","COMMUNITY HOSPITAL OF ANACONDA","Montana","Anaconda","401 W Pennsylvania St","59711","1931",4065638500,"","TRUE","FALSE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"45","Between 100 and 299","73"
1396711396,"270023","COMMUNITY MEDICAL CENTER INC","Montana","Missoula","2827 Fort Missoula Rd","59804","7408",4063274270,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"35","300 or more","78"
1003939190,"271313","County of Sweet Grass","Montana","Big Timber","301 West 7th Avenue, Suite CAH","59011","1228",4069324603,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Government - Local",true,,,"Not Available",
1598874232,"271308","Culbertson Froid Bainville Healthcare Corporation","Montana","Culbertson","818 2nd Ave East","59218","0419",4067876401,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
1760531404,"271302","Dahl Memorial Healthcare Association INC","Montana","Ekalaka","215 Sandy Street","59324","0046",4067758739,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
1346224391,"271342","Daniels Memorial Hospital Association","Montana","Scobey","105 5th Ave E","59263","",4064872296,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,,"Not Available",
1316965346,"271301","Fallon Medical Complex Inc","Montana","Baker","202 South 4th Street West","59313","0820",4067783331,103,"FALSE","TRUE","FALSE",,,,,,,,,,,,
1124007638,"270087","HealthCenter Northwest LLC","Montana","Kalispell","320 Sunnyview Ln","59901","3129",4067519729,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",false,,"48","Between 100 and 299","81"
1417945627,"270051","Kalispell Regional Medical Center Inc","Montana","Kalispell","310 Sunnyview Ln","59901","3129",4067521724,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"37","300 or more","77"
1497754782,"271334","Liberty County Hospital and Nursing Home, Inc","Montana","Chester","315 West Madison Avenue","59522","0705",4067595181,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
1245222306,"271317","Livingston Healthcare","Montana","Livingston","504 S 13th St","59047","3727",4062223541,6477,"FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
1740223882,"271329","MADISON VALLEY HOSPITAL ASSOCIATION","Montana","ENNIS","305 NORTH MAIN STREET","59729","0397",4066826609,"","TRUE","FALSE","FALSE",,,,,,,,,,,,
1659475846,"271340","Marcus Daly Memorial Hospital Corporation","Montana","Hamilton","1200 Westwood Drive","59840","2395",4063632211,"","TRUE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"33","Between 100 and 299","55"
1336119338,"271326","Memorial Hospital Association","Montana","Red Lodge","2525 North Broadway","59068","0590",4064460670,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
1427059070,"270032","Northern Montana Hospital","Montana","Havre","30 13th St","59501","5222",4062621302,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"26","Between 100 and 299","47"
1528037215,"270017","St James Healthcare","Montana","Butte","400 S Clark St","59701","2328",4067232500,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"31","300 or more","60"
1528023520,"270003","St. Peter's Community Hospital","Montana","Helena","2475 E Broadway St","59601","4928",4064442100,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"37","300 or more","57"
1083655997,"270049","St. VIncent Healthcare","Montana","Billings","1233 N 30th St","59101","0127",4062373070,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"34","300 or more","77"
1083602205,"271307","Teton Medical Center","Montana","Choteau","915 4th St NW","59422","9123",4064665763,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,,"Not Available",
1861409955,"270074","U S HEALTH DEPT OF HEALTH & HUMAN SERVICES","Montana","Browning","760 Hospital Circle","59417","",4063386369,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Government - Federal",true,,"14","Fewer than 100","29"
1215006101,"280105","Alegent Health","Nebraska","Papillion","11111 S 84th St","68046","4122",4025933108,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"33","300 or more","82"
1649355132,"280130","Alegent Health","Nebraska","Omaha","16901 Lakeside Hills Ct","68130","",4027178000,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"35","300 or more","81"
1508941097,"280060","Alegent Health Bergan Mercy Health System","Nebraska","Omaha","7500 Mercy Rd","68124","2319",4023985969,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"37","300 or more","80"
1912085184,"280081","Alegent Health Immanuel Medical Center","Nebraska","Omaha","6901 N 72nd St","68122","1709",4025722044,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"30","300 or more","77"
1336243559,"281314","Annie Jeffrey Memorial County Health Center","Nebraska","Osceola","531 Beebe St, PO Box 428","68651","5537",4027472031,"","TRUE","FALSE","FALSE",,,,,,"Critical Access Hospitals","Government - Local",true,,,"Not Available",
1083790893,"281326","Antelope Memorial Hospital","Nebraska","Neligh","102 W 9th St","68756","1114",4028874151,6340,"FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
1679508816,"281334","Boone County Health Center","Nebraska","Albion","723 W Fairview St, P.O. Box 151","68620","1767",4023952191,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Government - Local",true,,"43","Between 100 and 299","81"
1306842604,"281315","Brodstone Memorial Hospital","Nebraska","Superior","520 E 10th St","68978","1225",4028793281,113,"TRUE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"41","Between 100 and 299","82"
1760464283,"281325","Brown County Hospital","Nebraska","Ainsworth","945 E Zero St","69210","1556",4023872800,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Government - Local",true,,,"Not Available",
1467675629,"281341","CHADRON COMMUNITY HOSPITAL CORPORATION","Nebraska","Chadron","825 Centennial Dr.","69337","9400",3084325586,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"36","Between 100 and 299","67"
1609934843,"281351","Chase County Community Hospital","Nebraska","Imperial","600 W 12th St","69033","3130",3088827111,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Government - Local",true,,,"Not Available",
1487736963,"281357","Cheyenne County Hospital Association Inc","Nebraska","Sidney","645 Osage St","69162","1799",3082545825,"","TRUE","FALSE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"35","Between 100 and 299","68"
1649228511,"281312","City of Genoa","Nebraska","Genoa","706 Ewing St","68640","3035",4029932283,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Government - Local",true,,,"Not Available",
1841204500,"281363","COMMUNITY HOSPITAL ASSOCIATION","Nebraska","McCook","1301 E H St","69001","3482",3083442650,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Other",true,,"38","Between 100 and 299","70"
1093802688,"281340","Dundy County Hospital","Nebraska","Benkelman","1313 North Cheyenne Street","69021","3074",3084232204,200,"TRUE","FALSE","FALSE",,,,,,"Critical Access Hospitals","Government - Local",true,,,"Not Available",
1285676544,"280125","Faith Regional Health Services","Nebraska","Norfolk","2700 W Norfolk Ave","68701","4438",4023714880,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"43","300 or more","75"
1689769382,"281301","FILLMORE COUNTY HOSPITAL","Nebraska","Geneva","1900 F Street","68361","",4027593167,203,"FALSE","FALSE","TRUE",,,,,,"Critical Access Hospitals","Government - Local",true,,"34","Fewer than 100","69"
1821037938,"280077","Fremont Area Medical Center","Nebraska","Fremont","450 E 23rd St","68025","2387",4027211610,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Local",true,,"37","300 or more","66"
1962475467,"281310","Garden County Hospital & Nursing Home","Nebraska","Oshkosh","1100 W 2nd St","69154","6096",3087723283,230,"FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Government - Local",true,,"28","Fewer than 100","63"
