PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES
190135,01-JUN-10,31-MAY-11,Settled,OCHSNER BAPTIST MEDICAL CENTER          ,2700 NAPOLEON AVE.                      ,,NEW ORLEANS                             ,LA                                      ,70115                                   ,ORLEANS                                 ,113706,,,578482,,,.1092,33222,21692,83,30295,3599,1858,13120,2.33,375.52,,800,408,3292
190140,01-MAY-10,30-APR-11,Settled,FRANKLIN MEDICAL CENTER                 ,2106 LOOP ROAD                          ,1300                                    ,WINNSBORO                               ,LA                                      ,71295                                   ,FRANKLIN                                ,,,,774717,,,.2061,,,37,13505,4190,857,6176,,157.11,,899,317,1570
190144,01-SEP-10,31-AUG-11,As Submitted,MINDEN MEDICAL CENTER                   ,ONE MEDICAL PLAZA                       ,,MINDEN                                  ,LA                                      ,71055-                                  ,WEBSTER                                 ,,,,3201903,,,.3266,,,123,44895,7259,6625,17710,,353.91,,1675,2300,4773
190161,01-JUL-10,30-JUN-11,As Submitted,W.O. MOSS REG. MEDICAL CENTER           ,1000 WALTERS STREET                     ,,LAKE CHARLES                            ,LA                                      ,70607                                   ,CALCASIEU                               ,3538,,,67051,,,.12,327,688,15,5475,503,921,3782,1.92,402.64,,116,188,927
190164,01-JUL-10,31-JUL-11,As Submitted,BYRD REGIONAL HOSPITAL                  ,1020 FERTITTA BLVD.                     ,,LEESVILLE                               ,LA                                      ,71446                                   ,VERNON                                  ,,,,1156990,,,.12,,,52,20592,8005,2824,15323,,278.56,,1918,1138,4269
190175,01-JUL-10,30-JUN-11,Amended,RIVER PARISHES                          ,500 RUE DE SANTE                        ,,LA PLACE                                ,LA                                      ,70068-5420                              ,ST. JOHN THE BAPTIST                    ,,,,1321909,,,.2664,,,106,38690,3494,2447,9417,,245.06,,798,628,2254
190183,01-JUL-10,30-JUN-11,As Submitted,LEONARD J. CHABERT MED. CTR.            ,1978 INDUSTRIAL BOULEVARD               ,,HOUMA                                   ,LA                                      ,70363                                   ,TERREBONNE PARISH                       ,476293,,,1378482,,,.35,390348,338175,125,45625,3200,6755,17168,42.12,870,,687,2073,4409
190199,01-JUL-10,30-JUN-11,As Submitted,VILLA FELICIANA                         ,HIGHWAY 10                              ,HIGHWAY 10                              ,JACKSON                                 ,LA                                      ,70748                                   ,EAST FELICIANA PARISH                   ,,,,,,,,,,40,14600,87,121,339,,3,,15,13,28
190201,01-JUN-10,31-MAY-11,As Submitted,WOMEN & CHILDRENS HOSPITAL              ,4200 NELSON RD                          ,,LAKE CHARLES                            ,LA                                      ,70605                                   ,CALCASIEU                               ,,,,712955,,,.3638,,,108,39420,996,4677,14231,,321.83,,339,1673,3427
190205,01-SEP-10,31-AUG-11,Amended,REGIONAL HEALTH SYSTEM OF ACADIANA      ,2810 AMBASSADOR CAFFERY PKWY            ,,LAFAYETTE                               ,LA                                      ,70506-                                  ,LAFAYETTE PARISH                        ,,,,8950387,,,.4217,,,283,103295,13579,28584,60423,,842.26,,2591,6610,12227
190208,01-JUN-10,31-MAY-11,Amended,EAST CARROLL PARISH HOSPITAL            ,336 NORTH HOOD STREET                   ,,LAKE PROVIDENCE                         ,LA                                      ,71254                                   ,EAST CARROLL                            ,,,,139425,,,.12,,,23,8395,931,555,2525,,97.5,,336,242,999
190242,01-JUL-10,30-JUN-11,As Submitted,OUR LADY OF THE LAKE ASCENSION COMM     ,1125 WEST HIGHWAY 3                     ,,GONZALES                                ,LA                                      ,70737                                   ,ASCENSION                               ,,,,624891,,,.12,,,68,24820,3680,1736,11827,,400.07,,881,499,2887
190263,01-JUL-10,30-JUN-11,As Submitted,HEART HOSPITAL OF LAFAYETTE             ,1502 KALISTE SALOON ROAD                ,,LAFAYETTE                               ,LA                                      ,70508                                   ,LAFAYETTE PARISH                        ,,,,,,,,,,32,11680,4700,218,6609,,181.89,,1182,71,2006
190274,01-MAY-10,30-APR-11,As Submitted,OCHSNER MEDICAL CENTER - KENNER  LLC    ,180 WEST ESPLANADE AVE.                 ,,KENNER                                  ,LA                                      ,70065                                   ,JEFFERSON                               ,2967820,,,2681266,,,.3079,946202,295988,117,42735,5152,7760,23878,40.18,590.08,,1065,2528,5481
190298,22-JUN-10,31-MAY-11,Amended,CENTRAL LOUISIANA SURGICAL HOSPITAL     ,651 N. BOLTON AVE                       ,,ALEXANDRIA                              ,LA                                      ,71301                                   ,RAPIDS                                  ,,,,,,,,,,24,8256,676,,1874,,189.4,,308,,913
190304,01-JUN-10,31-MAY-11,As Submitted,TECHE SPECIALTY HOSPITAL                ,523 JEFFERSON TERRACE STREET            ,,NEW IBERIA                              ,LA                                      ,70560                                   ,IBERIA PARISH                           ,,,,,,,,,,2,730,,,,,,,,,
191301,01-JUL-10,30-JUN-11,As Submitted,UNION GENERAL HOSPITAL  INC.            ,901 JAMES AVE                           ,398                                     ,FARMERVILLE                             ,LA                                      ,71241-                                  ,UNION                                   ,,,,,,,,,,25,9125,2250,206,2787,,89.64,,302,64,449
191303,01-JUL-10,30-JUN-11,Settled,OUR LADY OF THE LAKE ASSUMPTION COMM    ,135 HIGHWAY 402                         ,,NAPOLEONVILLE                           ,LA                                      ,70390-2217                              ,ASSUMPTION                              ,,,,,,,,,,15,5475,214,,253,,48.17,,64,,71
191304,01-JUL-10,30-JUN-11,As Submitted,NORTH CADDO MEDICAL CENTER              ,1000 S. SPRUCE ST.                      ,792                                     ,VIVIAN                                  ,LA                                      ,71082                                   ,CADDO                                   ,,,,,,,,,,25,9125,2933,624,4743,.76,153.38,,454,219,898
191308,01-SEP-10,31-AUG-11,Amended,PREVOST MEMORIAL HOSPITAL               ,301 MEMORIAL DRIVE                      ,186                                     ,DONALDSONVILLE                          ,LA                                      ,70346                                   ,ASCENSION                               ,,,,,,,,,,25,9125,205,9,262,,56.92,,44,6,70
191311,01-JUL-10,30-JUN-11,As Submitted,BUNKIE GENERAL HOSPITAL                 ,427 EVERGREEN HWY                       ,380                                     ,BUNKIE                                  ,LA                                      ,71322-                                  ,AVOYELLES                               ,,,,,,,,,,25,9125,803,267,1309,,89.94,,195,102,378
191312,01-JUL-10,30-JUN-11,As Submitted,CHRISTUS COUSHATTA HEALTH CARE CTR      ,1635 MARVEL STREET                      ,589                                     ,COUSHATTA                               ,LA                                      ,71019-                                  ,RED RIVER                               ,,,,,,,,,,25,9125,2171,938,4254,,122.03,,568,306,1300
191319,01-JUL-10,30-JUN-11,As Submitted,ACADIA-ST. LANDRY HOSPITAL              ,810 SOUTH BROADWAY                      ,,CHURCH POINT                            ,LA                                      ,70525                                   ,ACADIA                                  ,,,,,,,,,,25,9125,3468,43,3652,,93.22,,64,18,121
191321,01-JUL-10,30-JUN-11,Amended,LALLIE KEMP REG. MEDICAL CENTER         ,5279 HIGHWAY 51 SOUTH                   ,,INDEPENDENCE                            ,LA                                      ,70443                                   ,TANGIPAHOA                              ,,,,,,,,,,25,9125,764,1003,4352,1,408,,182,175,1093
191325,01-JUL-10,30-JUN-11,As Submitted,LADY OF THE SEA HOSPITAL                ,200 WEST 134TH PLACE                    ,,CUT OFF                                 ,LA                                      ,70345-                                  ,LAFOURCHE                               ,,,,,,,,,,25,9125,2795,464,5251,,195.16,,507,135,1095
192004,01-SEP-10,31-AUG-11,Settled,PROMISE HOSPITAL OF ASCENSION  INC.     ,5130 MANCUSO LANE                       ,,BATON ROUGE                             ,LA                                      ,70809                                   ,EAST BATON ROUGE                        ,,,,,,,,,,54,19710,8569,990,14461,,132.46,,324,35,551
192009,01-SEP-10,31-AUG-11,Settled,KINDRED HOSPITAL NEW ORLEANS            ,3601 COLISEUM STREET                    ,,NEW ORLEANS                             ,LA                                      ,70115                                   ,ORLEANS                                 ,,,,,,,,,,63,22995,10251,310,15593,,134.6,,346,13,532
192012,01-JUL-10,30-JUN-11,Settled,CHRISTUS DUBUIS - ALEXANDRIA            ,3330 MASONIC DRIVE                      ,,ALEXANDRIA                              ,LA                                      ,71301-                                  ,RAPIDES                                 ,,,,,,,,,,33,12045,5638,151,7489,,59.21,,215,9,303
192015,01-JUN-10,31-MAY-11,Settled,LA EXTENDED CARE OF KENNER              ,180 W ESPLANADE AVE 5TH FLOOR           ,,KENNER                                  ,LA                                      ,70065                                   ,JEFFERSON                               ,,,,,,,,,,32,11680,3855,878,8453,,100.48,,137,35,317
192016,26-JUN-10,31-MAY-11,Settled,SPECIALTY HOSPITAL                      ,309 JACKSON ST 7TH FLOOR                ,,MONROE                                  ,LA                                      ,71201-7407                              ,OUACHITA                                ,,,,,,,,,,32,10880,7108,777,9172,,91.13,,277,29,361
192022,01-JUL-10,31-JUL-11,Amended,HS SPECIALTY HOSPITAL OF NORTH LA       ,1401 EZELL                              ,,RUSTON                                  ,LA                                      ,71270-0000                              ,LINCOLN                                 ,,,,,,,,,,70,27720,16274,246,20251,,222.16,,654,12,788
192024,01-JUL-10,30-JUN-11,Settled,DUBUIS HEALTH SYSTEM- LAKE CHARLES      ,524 SOUTH RYAN STREET                   ,,LAKE CHARLES                            ,LA                                      ,70601-                                  ,CALCASIEU                               ,,,,,,,,,,24,8760,3763,,5462,,49.48,,151,,218
192025,01-JUL-10,30-JUN-11,Settled,DUBUIS HEALTH SYSTEM - SHREVEPORT       ,ONE ST. MARY PLACE                      ,,SHREVEPORT                              ,LA                                      ,71101-                                  ,CADDO                                   ,,,,,,,,,,36,13140,4979,47,6544,,39.09,,197,2,261
192030,01-SEP-10,31-AUG-11,Settled,ST. THERESA SPECIALTY HOSPITAL          ,3601 LOYOLA DRIVE                       ,,KENNER                                  ,LA                                      ,70065                                   ,JEFFERSON                               ,,,,,,,,,,31,11315,4017,176,8409,,100,,160,9,443
192032,01-SEP-10,31-AUG-11,Settled,LA EXTENDED CARE OF LAFAYETTE           ,1340 SURREY STREET                      ,,LAFAYETTE                               ,LA                                      ,70501-                                  ,LAFAYETTE                               ,,,,,,,,,,76,27740,16884,1589,21500,,223.68,,641,54,853
192034,01-SEP-10,31-AUG-11,Settled,ST LANDRY EXTENDED CARE                 ,539 PRUDHOMME ST                        ,,OPELOUSAS                               ,LA                                      ,70570-                                  ,ST LANDRY                               ,,,,,,,,,,41,14965,9984,324,11592,,98.98,,385,21,468
192035,01-SEP-10,31-AUG-11,Settled,LA EXTENDED CARE OF NATCHITOCHES        ,501 KEYSER AVE      2ND FLOOR           ,,NATCHITOCHES                            ,LA                                      ,71457-                                  ,NATCHITOCHES                            ,,,,,,,,,,21,7665,5651,47,6213,,60.27,,223,2,250
192040,01-SEP-10,31-AUG-11,Settled,SOUTHEAST REGIONAL MEDICAL CENTER       ,719 AVE G                               ,,KENTWOOD                                ,LA                                      ,70444-                                  ,TANGIPAHOA                              ,,,,,,,,,,14,5110,2411,35,2494,,35,,95,2,99
192043,01-JUL-10,30-JUN-11,Settled,RIVERSIDE HOSPITAL OF LOUISIANA         ,211 4TH STREET  5TH FLOOR               ,,ALEXANDRIA                              ,LA                                      ,71301                                   ,RAPIDES                                 ,,,,,,,,,,28,10220,6317,34,7692,,61.24,,248,,301
192055,01-SEP-10,31-AUG-11,Settled,LA EXTENDED CARE OF WEST MONROE         ,420 W PINHOOK                           ,,LAFAYETTE                               ,LA                                      ,70501-                                  ,OUACHITA                                ,,,,,,,,,,18,6570,4469,117,5854,,60.34,,172,4,222
193044,01-JUL-10,30-JUN-11,Settled,N. OAKS REHABILITATION HOSPT.  INC.     ,1900 S. MORRISON BLVD.                  ,P.O. BOX 2668                           ,HAMMOND                                 ,LA                                      ,70404                                   ,TANGIPAHOA                              ,,,,,,,,,,27,9855,3659,450,6323,,61.58,,296,30,519
193058,01-JUN-10,31-MAY-11,As Submitted,BASTROP REHAB HOSPITAL                  ,323 WEST WALNUT                         ,,BASTROP                                 ,LA                                      ,71220-                                  ,MOREHOUSE                               ,,,,,,,,,,27,9483,2651,55,3137,,40.44,,264,4,311
193064,01-SEP-10,31-AUG-11,As Submitted,SPECIALTY REHAB HOSPT. OF LAPLACE       ,1125 PAUL MAILLARD ROAD                 ,,LULING                                  ,LA                                      ,70014                                   ,ST. CHARLES                             ,,,,,,,,,,22,8030,1404,691,3220,,34.23,,100,33,196
193067,01-AUG-10,31-JUL-11,Amended,REHAB HOSPITAL OF JENNINGS              ,1 HOSPITAL DRIVE SUITE 1                ,,JENNINGS                                ,LA                                      ,70546-                                  ,ACADIA                                  ,,,,,,,,,,27,9855,2525,112,2941,,74.06,,190,6,219
193070,01-JUL-10,30-JUN-11,As Submitted,MMO REHAB AND WELLNESS CENTER           ,4660 CONVENTION STREET                  ,,BATON ROUGE                             ,LA                                      ,70802                                   ,EAST BATON ROUGE                        ,,,,,,,,,,15,5475,734,158,1162,,40.68,,42,5,65
193074,01-JUL-10,30-JUN-11,As Submitted,UNITED MEDICAL HEALTHWEST               ,3201 WALL BOULEVARD                     ,,GRETNA                                  ,LA                                      ,70056                                   ,JEFFERSON                               ,,,,,,,,,,15,5475,2438,1112,3973,,33.6,,167,67,257
193092,01-SEP-10,31-AUG-11,Settled,BETHESDA REHABILITATION HOSPITAL        ,8225 SUMMA DR. BLDG. B                  ,,BATON ROUGE                             ,LA                                      ,70809-                                  ,EAST BATON ROUGE                        ,,,,,,,,,,14,5110,1798,211,2135,,25,,115,17,142
194007,01-JUL-10,30-JUN-11,Settled,SOUTHEAST LA STATE HOSPITAL             ,23515 HWY 190                           ,3850                                    ,MANDEVILLE                              ,LA                                      ,70448                                   ,MANDEVILLE                              ,,,,,,,,,,348,127020,497,3347,58370,,530,,24,1,612
194008,01-JUL-10,30-JUN-11,Settled,EAST LA STATE HOSPITAL                  ,4502 HIGHWAY 951                        ,,JACKSON                                 ,LA                                      ,70748                                   ,,,,,,,,,,,,,,,,,,,,,
194025,01-JUL-10,30-JUN-11,Settled,CENTRAL LA. STATE HOSPITAL              ,PO BOX 5031                             ,5031                                    ,PINEVILLE                               ,LA                                      ,71360                                   ,RAIPES                                  ,,,,,,,,,,196,71540,83,1182,30753,,56,,3,11,111
194056,01-MAY-10,30-APR-11,Settled,COMMUNITY CARE HOSPITAL                 ,1421 GENERAL TAYLOR                     ,,NEW ORLEANS                             ,LA                                      ,70115                                   ,ORLEANS                                 ,,,,,,,,,,38,13870,5394,,9486,,72,,499,,1122
194075,01-JUL-10,30-JUN-11,Settled,WEST END HOSPITAL                       ,1530 HWY 90 W                           ,,JENNINGS                                ,LA                                      ,70546                                   ,JEFF DAVIS                              ,,,,,,,,,,20,7300,5432,121,5642,,73,,284,10,301
194076,01-JUL-10,30-JUN-11,Settled,WOODLANDS BEHAVIORAL CENTER  LLC        ,1400 WEST COURT STREET                  ,,WINNFIELD                               ,LA                                      ,71483                                   ,WINN                                    ,,,,,,,,,,19,6935,3612,85,4162,,33.88,,227,9,270
194079,01-JUL-10,30-JUN-11,Settled,RED RIVER BEHAVIORAL CENTER  LLC        ,2800 MELROSE AVENUE                     ,,BOSSIER CITY                            ,LA                                      ,71111                                   ,BOSSIER                                 ,,,,,,,,,,20,7300,4039,66,4672,,57.63,,257,7,324
194080,01-JUL-10,30-JUN-11,Settled,MAGNOLIA BEHAVIORAL HEALTHCARE LLC      ,64026 HIGHWAY 434  SUITE 300            ,,LACOMBE                                 ,LA                                      ,70445                                   ,ST. TAMMANY PARISH                      ,,,,,,,,,,18,9354,2925,,3421,,51.26,,189,,234
200018,26-SEP-10,24-SEP-11,As Submitted,THE AROOSTOOK MEDICAL CENTER            ,140 ACADEMY STREET                      ,151                                     ,PRESQUE ISLE                            ,ME                                      ,04769-                                  ,AROOSTOOK                               ,,,,533294,,,.0705,,,84,30576,5451,1441,9053,,,,1184,236,2017
200020,01-JUL-10,30-JUN-11,As Submitted,YORK HOSPITAL                           ,15 HOSPITAL DR                          ,,YORK                                    ,ME                                      ,03909-                                  ,YORK                                    ,,,,,,,,,,66,24090,8779,729,14947,,879.6,,1989,167,3721
200024,01-JUL-10,30-JUN-11,As Submitted,CENTRAL MAINE MEDICAL CENTER            ,300 MAIN STREET                         ,4500                                    ,LEWISTON                                ,ME                                      ,04240-4500                              ,ANDROSCOGIN                             ,1278729,,,3820917,,,.1181,469877,365646,224,81760,17635,8166,39540,20.23,1674.87,,4047,2003,7744
200033,26-SEP-10,24-SEP-11,As Submitted,EASTERN MAINE MEDICAL CENTER            ,489 STATE STREET                        ,404                                     ,BANGOR                                  ,ME                                      ,04401-0489                              ,PENOBSCOT                               ,3373531,,,11446800,,,.159,793888,374842,315,114660,42849,19946,92083,26.9,3122.1,,8226,4428,18680
200037,01-JUL-10,30-JUN-11,As Submitted,FRANKLIN MEMORIAL HOSPITAL              ,111 FRANKLIN HEALTH COMMONS             ,,FARMINGTON                              ,ME                                      ,04938                                   ,FRANKLIN                                ,,,,767090,,,.12,,,48,17520,4876,2032,10081,,677.98,,1148,712,2851
200039,01-JUL-10,30-JUN-11,As Submitted,MAINEGENERAL MEDICAL CENTER             ,6 EAST CHESTNUT STREET                  ,,AUGUSTA                                 ,ME                                      ,04430                                   ,KENNEBEC                                ,2607601,,,3851122,,,.1261,1228299,916995,216,78840,24081,10706,50802,34.2,2412.12,,3748,2788,12218
200040,01-JUN-10,31-MAY-11,As Submitted,H.D. GOODALL HOSPITAL                   ,25 JUNE STREET                          ,,SANFORD                                 ,ME                                      ,04073-                                  ,YORK                                    ,,,,405535,,,.0582,,,49,17885,5297,1218,7982,,621.14,,1181,420,2349
200041,26-SEP-10,24-SEP-11,As Submitted,INLAND HOSPITAL                         ,200 KENNEDY MEMORIAL DRIVE              ,,WATERVILLE                              ,ME                                      ,04901-                                  ,KENNEBEC                                ,,,,496198,,,.1259,,,46,16790,3459,1290,6183,,457.48,,718,264,1495
200050,01-JUL-10,30-JUN-11,As Submitted,MAINE COAST MEMORIAL HOSPITAL           ,50 UNION STREET                         ,,ELLSWORTH                               ,ME                                      ,04650-                                  ,HANCOCK                                 ,,,,602754,,,.0737,,,48,17520,5845,1791,10724,,609.53,,1581,717,2997
201300,26-SEP-10,24-SEP-11,As Submitted,BLUE HILL MEMORIAL HOSPITAL             ,PO BOX 1029                             ,,BLUE HILL                               ,ME                                      ,04614-0823                              ,HANCOCK                                 ,,,,,,,,,,25,9100,3256,280,4291,,229,,494,50,757
201301,26-SEP-10,24-SEP-11,As Submitted,CHARLES A DEAN MEMORIAL HOSPITAL        ,PRITHAM AVENUE                          ,,GREENVILLE                              ,ME                                      ,04441-                                  ,PISCATAQUIS                             ,,,,,,,,,,25,9100,1046,4483,7003,,96.37,,146,20,288
201304,01-MAY-10,30-APR-11,As Submitted,MOUNT DESERT ISLAND HOSPITAL            ,10 WAYMAN LANE                          ,8                                       ,BAR HARBOR                              ,ME                                      ,04609                                   ,HANCOCK                                 ,,,,,,,,,,25,9125,3226,387,4707,,358,,539,128,1012
201306,01-JUL-10,30-JUN-11,As Submitted,RUMFORD HOSPITAL                        ,420 FRANKLIN STREET                     ,,RUMFORD                                 ,ME                                      ,04276                                   ,OXFORD                                  ,,,,,,,,,,25,9125,3740,628,5635,,183,,489,243,951
201307,01-JUL-10,30-JUN-11,As Submitted,MILLINOCKET REGIONAL HOSPITAL           ,200 SOMERSET STREET                     ,,MILLINOCKET                             ,ME                                      ,04462-                                  ,PENOBSCOT                               ,,,,,,,,,,25,9125,2744,299,3827,,218.35,,536,84,882
201310,01-JUL-10,30-JUN-11,As Submitted,BRIDGTON HOSPITAL                       ,BRIDGTON HOSPITAL                       ,230                                     ,BRIDGTON                                ,ME                                      ,04009-                                  ,CUMBERLAND                              ,,,,,,,,,,25,9125,3123,426,4757,,245.55,,636,158,1091
201314,01-JUL-10,30-JUN-11,As Submitted,REDINGTON-FAIRVIEW GENERAL HOSPITAL     ,FAIRVIEW AVENUE                         ,468                                     ,SKOWHEGAN                               ,ME                                      ,04976-                                  ,SOMERSET                                ,,,,,,,,,,25,9125,3251,790,5523,,514.72,,923,,1574
204004,01-JUL-10,30-JUN-11,As Submitted,DOROTHEA DIX PYSYCHIATRIC CENTER        ,STATE STREET                            ,926                                     ,BANGOR                                  ,ME                                      ,04402-0926                              ,PENOBSCOT                               ,,,,,,,,,,64,23360,2461,958,19744,,280.8,,106,12,301
204006,26-SEP-10,24-SEP-11,As Submitted,ACADIA HOSPITAL                         ,268 STILLWATER AVE.                     ,422                                     ,BANGOR                                  ,ME                                      ,04402-0422                              ,PENOBSCOT                               ,,,,,,,,,,68,26250,4312,7771,21568,,461.6,,346,522,1710
204007,01-JUL-10,30-JUN-11,As Submitted,RIVERVIEW PSYCHIATRIC HOSPITAL          ,250 ARSENAL STREET                      ,724                                     ,AUGUSTA                                 ,ME                                      ,04332-                                  ,KENNEBEC                                ,,,,,,,,,,92,33580,1694,545,28958,,288.09,,52,4,288
210001,01-JUL-10,30-JUN-11,As Submitted,MERITUS MEDICAL CENTER                  ,11116 MEDICAL CAMPUS RD                 ,,HAGERSTOWN                              ,MD                                      ,21742                                   ,WASHINGTON                              ,,,,,,,,,,273,103000,49184,3148,95415,,1734.5,,7501,442,18154
210002,01-JUL-10,30-JUN-11,Settled,UNIVERSITY OF MARYLAND MED SYS          ,22 SOUTH GREENE STREET                  ,,BATLIMORE                               ,MD                                      ,21201                                   ,BALTIMORE CITY                          ,33319991,,,40106313,,,.2652,4845414,1079835,675,246375,62207,27364,220949,580.37,7043.75,,9648,3925,40179
210003,01-JUL-10,30-JUN-11,Settled,PRINCE GEORGE S HOSPITAL                ,7300 VAN DUSEN RD.                      ,,LAUREL                                  ,MD                                      ,20707                                   ,PRINCE GEORGES                          ,,,,12174534,,,.4108,,,310,113150,24038,30602,75554,43.69,1670.02,,3349,7294,15083
210004,01-JUL-10,30-JUN-11,Settled,HOLY CROSS HOSPITAL                     ,1500 FOREST GLEN ROAD                   ,,SILVER SPRING                           ,MD                                      ,20910                                   ,MONTGOMERY                              ,582290,,,11410023,,,.1384,354195,86793,448,163520,37881,32264,138724,22.59,2464.14,,7876,3600,37220
210005,01-JUL-10,30-JUN-11,Settled,FREDERICK MEMORIAL HOSPITAL             ,400 WEST SEVENTH STREET                 ,,FREDERICK                               ,MD                                      ,21701                                   ,FREDERICK                               ,,,,,,,,,,276,100740,50075,12786,89765,,2059.77,,8469,2507,19455
210007,01-JUL-10,30-JUN-11,Settled,ST. JOSEPH MEDICAL CENTER               ,7601 OSLER DRIVE                        ,,TOWSON                                  ,MD                                      ,21204                                   ,BALTIMORE                               ,,,,,,,,,,320,116800,34591,1994,75653,,1556,,7486,453,17020
210008,01-JUL-10,30-JUN-11,Settled,MERCY MEDICAL CENTER                    ,301 ST PAUL ST                          ,,BALTIMORE                               ,MD                                      ,21202                                   ,BALTIMORE CITY                          ,3269010,,,10788170,,,.2979,869552,417464,264,96360,17301,5215,64263,51.21,2412.4,,4612,1454,20360
210009,01-JUL-10,30-JUN-11,Settled w/Audit,THE JOHNS HOPKINS HOSPITAL              ,600 N. WOLFE ST                         ,,BALTIMORE                               ,MD                                      ,21287                                   ,BALTIMORE CITY                          ,68597708,,,34787167,,,.1986,11408644,4837825,921,336165,77468,28890,282649,827.69,8389,,11332,13548,48190
210011,01-JUL-10,30-JUN-11,Settled,ST. AGNES HOSPITAL                      ,900 CATON AVENUE                        ,,BALTIMORE                               ,MD                                      ,21229                                   ,BALTIMORE CITY                          ,5750625,,,7652337,,,.0942,1510812,436562,342,124830,36635,7103,85083,68.76,2835.34,,7813,1177,19542
210012,01-JUL-10,30-JUN-11,Settled,SINAI HOSPITAL OF BALTIMORE  INC.       ,2401 W. BELEVDERE AVENUE                ,,BALTIMORE                               ,MD                                      ,21215                                   ,BALTIMORE                               ,14975799,,,20308066,,,.1748,2931638,1029237,445,162425,54093,11979,130243,123.79,3577.1,,9619,5145,22303
210013,01-SEP-10,31-AUG-11,As Submitted,BON SECOURS HOSPITAL                    ,2000 W BALTIMORE STREET                 ,,BALTIMORE                               ,MD                                      ,21223                                   ,BALTIMORE CITY                          ,,,,5659432,,,.291,,,141,51465,9936,2928,32008,,785.66,,1914,637,7390
210015,01-JUL-10,30-JUN-11,Settled,FRANKLIN SQUARE HOSPITAL                ,9100 FRANKLIN SQUARE DR                 ,,BALTIMORE                               ,MD                                      ,21237                                   ,BALTIMORE                               ,5988821,,,,,,,2074601,639218,398,145270,43012,9565,97809,69.26,2762.37,,8926,6176,24288
210017,01-JUL-10,30-JUN-11,Settled,GARRETT COUNTY MEMORIAL HOSPITAL        ,251 NORTH FOURTH STREET                 ,,OAKLAND                                 ,MD                                      ,21550                                   ,WASHINGTON                              ,,,,801862,,,.117,,,31,11315,4449,439,8349,,302.6,,1156,159,2714
210018,01-JUL-10,30-JUN-11,Settled,MONTGOMERY GENERAL HOSPITAL             ,18101 PRINCE PHILIP DRIVE               ,,OLNEY                                   ,MD                                      ,20832-1512                              ,MONTGOMERY                              ,,,,,,,,,,186,67890,23399,2834,42051,,871.45,,5097,1275,10612
210019,01-JUL-10,30-JUN-11,Settled,PENINSULA REGIONAL MEDICAL CENTER       ,100 EAST CARROLL STREET                 ,,SALISBURY                               ,MD                                      ,21801                                   ,WICOMICO                                ,,,,,,,,,,320,132130,51366,3778,98392,,2061.4,,10275,658,21265
210022,01-JUL-10,30-JUN-11,Settled,SUBURBAN HOSPITAL                       ,8600 OLD GEORGETOWN RD                  ,,BETHESDA                                ,MD                                      ,20814-1422                              ,MONTGOMERY                              ,814898,,,,,,,142108,42182,222,81030,33640,1137,60477,7.73,1296.22,,7236,156,14196
210023,01-JUL-10,30-JUN-11,Settled,ANNE ARUNDEL MEDICAL CENTER INC.        ,2001 MEDICAL PARKWAY                    ,,ANNAPOLIS                               ,MD                                      ,21401                                   ,ANNE ARUNDEL                            ,,,,2691572,,,.0256,,,324,118260,42889,4388,106609,,2457.63,,9750,705,23946
210024,01-JUL-10,30-JUN-11,Settled,UNION MEMORIAL HOSPITAL                 ,201 EAST UNIVERSITY PARKWAY             ,,BALTIMORE                               ,MD                                      ,21218-                                  ,BALTIMORE CITY                          ,9322664,,,8803071,,,.1416,2276910,752024,271,98915,30468,8156,62127,76.92,2041.8,,6311,2885,15034
210027,01-JUL-10,30-JUN-11,Settled,WESTERN MARYLAND HEALTH SYSTEM          ,12500 WILLOWBROOK ROAD                  ,,CUMBERLAND                              ,MD                                      ,21502                                   ,ALLEGANY                                ,,,,,,,,,,286,104390,43065,11211,71464,,1809,,8391,2804,16550
210028,01-JUL-10,30-JUN-11,Settled,ST. MARYS HOSPITAL                      ,25500 POINT LOOKOUT RD                  ,,LEONARDTOWN                             ,MD                                      ,20650                                   ,ST. MARYS                               ,,,,1632477,,,.0926,,,96,35040,11493,1097,23653,,840.22,,3206,2010,11493
210029,01-JUL-10,30-JUN-11,Settled,JOHNS HOPKINS BAYVIEW MED. CTR.         ,4940 EASTERN AVENUE                     ,,BALTIMORE                               ,MD                                      ,17349                                   ,BALTIMORE CITY                          ,11304942,,,23789329,,,.3094,2780150,774011,424,154760,46618,35697,124375,139.11,3003.5,,7207,6902,21507
