PROVIDER NPI,PROVIDER CCN,PROVIDER STATE, PROVIDER CITY,PROVIDER  ADDRESS,PROVIDER ZIP 5 CD,PROVIDER ZIP 4 CD,PROVIDER PHONE NUM,PROVIDER PHONE EXT,PROGRAM YEAR 2011,PROGRAM YEAR 2012,geo.provider,geo.updated_at,geo.data.types.0,geo.data.geometry.location.lat,geo.data.geometry.location.lng,geo.data.formatted_address
1972557064,250007,"Mississippi",,"150 Reynoir St",39530,4130,2284361104,"","",2012,"DSTK",2013-03-03T17:04:29Z,"street_address",30.393542,-88.890458,"Biloxi HMA Inc, 150 Reynoir St, Biloxi, Mississippi 39530"
1205882669,250096,"Mississippi",,"350 Crossgates Blvd",39042,2601,6018248501,"",2011,2012,"DSTK",2013-03-03T17:04:29Z,"street_address",32.321381,-89.94523700000001,"Brandon HMA LLC, 350 Crossgates Blvd, Brandon, Mississippi 39042"
1376584110,250042,"Mississippi",,"1970 Hospital Dr",38614,7202,6626243401,"","",2012,"DSTK",2013-03-03T17:04:29Z,"street_address",34.197151,-90.55134700000001,"Clarksdale HMA LLC, 1970 Hospital Dr, Clarksdale, Mississippi 38614"
1639284409,250067,"Mississippi",,"835 Medical Center Dr",39773,9320,6623773978,"","",2012,"DSTK",2013-03-03T17:04:29Z,"street_address",33.618617,-88.658991,"Clay County Medical Corporation, 835 Medical Center Dr, West Point, Mississippi 39773"
1215965249,251325,"Mississippi",,"701 S Holly Ave",39428,3894,6017656711,126,2011,"","DSTK",2013-03-03T17:04:29Z,"street_address",31.639889,-89.55683999999999,"Covington County Hospital, 701 S Holly Ave, Collins, Mississippi 39428"
1306921887,250082,"Mississippi",,"1400 E Union St",38703,3246,6623783783,"","",2012,"DSTK",2013-03-03T17:04:29Z,"street_address",33.409914,-91.036131,"Delta Regional Medical Center, 1400 E Union St, Greenville, Mississippi 38703"
1023074028,250036,"Mississippi",,"859 Winter St",39452,6603,6019473161,"","",2012,"DSTK",2013-03-03T17:04:29Z,"street_address",30.913945,-88.596721,"GEORGE COUNTY HOSPITAL, 859 Winter St, Lucedale, Mississippi 39452"
1598719577,250123,"Mississippi",,"15200 Community Rd",39503,3085,2285757000,"",2011,2012,"DSTK",2013-03-03T17:04:29Z,"street_address",30.442027,-89.091809,"GPCH GP, Inc , 15200 Community Rd, Gulfport, Mississippi 39503"
1699714717,250099,"Mississippi",,"1401 River Rd",38930,4030,6624597119,"","",2012,"DSTK",2013-03-03T17:04:29Z,"street_address",33.520483,-90.187961,"greenwood leflore hospital, 1401 River Rd, Greenwood, Mississippi 38930"
1386644789,250015,"Mississippi",,"960 Avent Dr",38901,5230,6622277000,7606,2011,2012,"DSTK",2013-03-03T17:04:30Z,"street_address",33.711883,-89.790739,"Grenada Lake Medical Center, 960 Avent Dr, Grenada, Mississippi 38901"
1588629968,250162,"Mississippi",,"149 Drinkwater Blvd",39520,1658,2284678744,"",2011,2012,"DSTK",2013-03-03T17:04:31Z,"street_address",30.316725,-89.35557300000001,"Hancock Medical Center, 149 Drinkwater Blvd, Bay Saint Louis, Mississippi 39520"
1588667281,251327,"Mississippi",,"233 Magnolia St",39083,2228,6018944541,"",2011,"","DSTK",2013-03-03T17:04:31Z,"street_address",31.8689,-90.39882900000001,"Hardy Wilson Memorial Hospital, 233 Magnolia St, Hazlehurst, Mississippi 39083"
1033163092,250072,"Mississippi",,"1850 Chadwick Dr",39204,3404,6013761000,"","",2012,"DSTK",2013-03-03T17:04:31Z,"street_address",32.288941,-90.204779,"Jackson HMA LLC, 1850 Chadwick Dr, Jackson, Mississippi 39204"
1396730164,250018,"Mississippi",,"15 A SOUTH 6TH ST",39422,"",6017642101,207,"",2012,"DSTK",2013-03-03T17:04:31Z,"street_address",31.979889,-89.281599,"JASPER GENERAL HOSPITAL, 15 A SOUTH 6TH ST, BAY SPRINGS, Mississippi 39422"
1043204555,250060,"Mississippi",,"870 South Main Street, P. O. BOX 577",39069,577,6017863401,242,"",2012,"DSTK",2013-03-03T17:04:31Z,"locality",31.731988,-91.05650300000001,"Jefferson County Hospital, 870 South Main Street, P  O  BOX 577, Fayette, Mississippi 39069"
1144204561,250051,"Mississippi",,"301 Lamar Avenue",39747,188,6622624311,3022,"",2012,"DSTK",2013-03-03T17:04:31Z,"street_address",33.441001,-89.572277,"Kilmichael Hospital, 301 Lamar Avenue, Kilmichael, Mississippi 39747"
1619918075,251313,"Mississippi",,"823 Grand Ave",39194,3233,6627462261,151,2011,"","DSTK",2013-03-03T17:04:31Z,"street_address",32.85254,-90.406868,"King s Daughters Hospital of Yazoo County, Inc , 823 Grand Ave, Yazoo City, Mississippi 39194"
1972503464,250057,"Mississippi",,"427 Highway 51 N",39601,2350,6018336011,"","",2012,"DSTK",2013-03-03T17:04:31Z,"street_address",31.590378,-90.42652099999999,"King s Daughters Medical Center, 427 Highway 51 N, Brookhaven, Mississippi 39601"
1194770404,250038,"Mississippi",,"1421 E Peace St",39046,4938,6018555323,"","",2012,"DSTK",2013-03-03T17:04:31Z,"street_address",32.613807,-90.02336099999999,"Madison HMA LLC, 1421 E Peace St, Canton, Mississippi 39046"
1679553994,250124,"Mississippi",,"300 3rd Ave SE",39111,3665,6018495070,"",2011,2012,"DSTK",2013-03-03T17:04:31Z,"street_address",31.876319,-89.728999,"Magee Benevolent Association, 300 3rd Ave SE, Magee, Mississippi 39111"
1699756445,250009,"Mississippi",,"611 Alcorn Dr",38834,9321,6622931125,"","",2012,"DSTK",2013-03-03T17:04:31Z,"street_address",34.930903,-88.558605,"MAGNOLIA REGIONAL HEALTH CENTER, 611 Alcorn Dr, Corinth, Mississippi 38834"
1083637904,250085,"Mississippi",,"1560 Sumrall Rd",39429,2654,6017366303,2190,2011,"","DSTK",2013-03-03T17:04:32Z,"street_address",31.2653,-89.810222,"MARION GENERAL HOSPITAL, 1560 Sumrall Rd, Columbia, Mississippi 39429"
1073606901,250019,"Mississippi",,"4500 13th St",39501,2515,2288653076,"",2011,2012,"DSTK",2013-03-03T17:04:32Z,"street_address",30.367141,-89.092141,"MEMORIAL HOSPITAL AT GULFPORT, 4500 13th St, Gulfport, Mississippi 39501"
1427099142,250059,"Mississippi",,"220 Highway 12 W",39090,3208,6622894322,326,"",2012,"DSTK",2013-03-03T17:04:32Z,"street_address",33.057699,-89.588757,"Montfort Jones Memorial Hospital, 220 Highway 12 W, Kosciusko, Mississippi 39090"
1619922283,250122,"Mississippi",,"129 Jefferson Davis Blvd",39120,5103,6014456205,"","",2012,"DSTK",2013-03-03T17:04:32Z,"street_address",31.563209,-91.40379900000001,"Natchez Community Hospital LLC, 129 Jefferson Davis Blvd, Natchez, Mississippi 39120"
1083659734,250043,"Mississippi",,"1001 Holland Ave",39350,2161,6016631200,"","",2012,"DSTK",2013-03-03T17:04:32Z,"street_address",32.770983,-89.10615,"NESHOBA COUNTY GENERAL HOSPITAL, 1001 Holland Ave, PHILADELPHIA, Mississippi 39350"
1205811304,250126,"Mississippi",,"401 Getwell Dr",38668,2213,6625623100,"","",2012,"DSTK",2013-03-03T17:04:32Z,"street_address",34.625343,-89.95627399999999,"NORTH OAK REGIONAL HOSPITAL INC, 401 Getwell Dr, Senatobia, Mississippi 38668"
1154310514,250050,"Mississippi",,"400 Hospital Rd",39759,2163,6626152503,"",2011,2012,"DSTK",2013-03-03T17:04:32Z,"street_address",33.475045,-88.81822,"Oktibbeha County Hospital, 400 Hospital Rd, Starkville, Mississippi 39759"
1821103516,251308,"Mississippi",,"176 S Main St",38863,3311,6623773978,"","",2012,"DSTK",2013-03-03T17:04:32Z,"street_address",34.350664,-88.99341699999999,"Pontotoc Health Services, Inc , 176 S Main St, Pontotoc, Mississippi 38863"
1396792032,250138,"Mississippi",,"1030 River Oaks Dr",39232,9553,6019362390,"","",2012,"DSTK",2013-03-03T17:04:32Z,"street_address",32.331184,-90.10850000000001,"River Oaks Hospital LLC, 1030 River Oaks Dr, Jackson, Mississippi 39232"
1770543399,250069,"Mississippi",,"1314 19th Ave",39301,4116,6014830011,"","",2012,"DSTK",2013-03-03T17:04:32Z,"street_address",32.364982,-88.696803,"Rush Medical Foundation, 1314 19th Ave, Meridian, Mississippi 39301"
1013004795,250079,"Mississippi",,"47 S Fourth St",39159,5146,6628734395,171,"",2012,"DSTK",2013-03-03T17:04:32Z,"street_address",32.90578,-90.884271,"Sharkey Issaquena Community Hospital, 47 S Fourth St, Rolling Fork, Mississippi 39159"
1124136593,250040,"Mississippi",,"2101 Highway 90",39553,5340,2288095027,"","",2012,"DSTK",2013-03-03T17:04:32Z,"street_address",30.384157,-88.614396,"Singing River Health System, 2101 Highway 90, Gautier, Mississippi 39553"
1619973542,250058,"Mississippi",,"1220 Jefferson St",39440,4355,6014264000,"","",2012,"DSTK",2013-03-03T17:04:33Z,"street_address",31.685761,-89.128564,"South Central Regional Medical Center, 1220 Jefferson St, Laurel, Mississippi 39440"
1417969700,250049,"Mississippi",,"205 N Cherry St, P.O. Box 351",39652,2819,6017832353,317,2011,2012,"DSTK",2013-03-03T17:04:33Z,"locality",31.143395,-90.403989,"South Pike Hospital Association, Inc , 205 N Cherry St, P O  Box 351, Magnolia, Mississippi 39652"
1184679292,250095,"Mississippi",,"122 E Baker St",38751,2451,6628875235,503,2011,"","DSTK",2013-03-03T17:04:33Z,"street_address",33.457218,-90.64689199999999,"South Sunflower County Hospital, 122 E Baker St, Indianola, Mississippi 38751"
1366465502,250017,"Mississippi",,"1002 East Madison",38851,"",7709337048,"",2011,2012,"DSTK",2013-03-03T17:04:33Z,"street_address",33.896693,-88.998012,"Southern Health Corp  of Houston, Inc , 1002 East Madison, Houston, Mississippi 38851"
1306876065,250048,"Mississippi",,"969 Lakeland Dr",39216,4606,6012002000,"","",2012,"DSTK",2013-03-03T17:04:33Z,"street_address",32.33385,-90.172799,"St Dominic Jackson Memorial Hospital, 969 Lakeland Dr, Jackson, Mississippi 39216"
1306882246,250010,"Mississippi",,"1005 City Avenue North",38663,499,6628379221,458,"",2012,"DSTK",2013-03-03T17:04:33Z,"street_address",34.73081,-88.946236,"Tippah County Hospital, 1005 City Avenue North, Ripley, Mississippi 38663"
1548376700,250002,"Mississippi",,"1777 Curtis Dr",38852,"",6623773978,"","",2012,"DSTK",2013-03-03T17:04:34Z,"street_address",34.803598,-88.20301499999999,"Tishomingo Health Services, Inc , 1777 Curtis Dr, Iuka, Mississippi 38852"
1205868627,251312,"Mississippi",,"409 Tyler Holmes Dr",38967,1521,6622834114,"","",2012,"DSTK",2013-03-03T17:04:34Z,"street_address",33.487766,-89.737735,"Tyler Holmes Memorial Hospital, 409 Tyler Holmes Dr, Winona, Mississippi 38967"
1679559983,250077,"Mississippi",,"950 Matthew Dr",39367,2567,6017355151,129,2011,"","DSTK",2013-03-03T17:04:34Z,"street_address",31.674227,-88.633922,"Wayne General Hospital, 950 Matthew Dr, Waynesboro, Mississippi 39367"
1982719621,250020,"Mississippi",,"500 Veterans Memorial Blvd S",39744,2215,6623773978,"","",2012,"DSTK",2013-03-03T17:04:34Z,"street_address",33.54734,-89.268529,"Webster Health Services, Inc , 500 Veterans Memorial Blvd S, Eupora, Mississippi 39744"
1649397308,250061,"Mississippi",,"630 South Main Street",38965,3468,6624731411,"","",2012,"DSTK",2013-03-03T17:04:35Z,"street_address",34.140945,-89.63739700000001,"Yalobusha General Hospital, 630 South Main Street, Water Valley, Mississippi 38965"
1952390122,260064,"Missouri",,"620 E Monroe St",65265,2919,5735825000,8110,"",2012,"DSTK",2013-03-03T17:04:35Z,"street_address",39.172836,-91.872058,"Audrain Health Care, Inc, 620 E Monroe St, Mexico, Missouri 65265"
1770536740,260034,"Missouri",,"615 W Nursery St",64730,1840,6602007000,"","",2012,"DSTK",2013-03-03T17:04:35Z,"street_address",38.249311,-94.33332799999999,"Bates County Memorial Hospital, 615 W Nursery St, Butler, Missouri 64730"
1235102690,260009,"Missouri",,"601 E 14th St",65301,5972,6608268833,"","",2012,"DSTK",2013-03-03T17:04:35Z,"street_address",38.699287,-93.228004,"Bothwell Regional Health Center, 601 E 14th St, Sedalia, Missouri 65301"
1174597892,260047,"Missouri",,"1125 Madison Street",65101,3227,5736325000,"","",2012,"DSTK",2013-03-03T17:04:35Z,"street_address",38.578049,-92.16883300000001,"Capital Region Medical Center, 1125 Madison Street, Jefferson City, Missouri 65101"
1528067113,261332,"Missouri",,"1502 N Jefferson St",64633,1948,6605421695,324,2011,"","DSTK",2013-03-03T17:04:35Z,"street_address",39.359262,-93.49424500000001,"Carroll County Memorial Hospital, 1502 N Jefferson St, Carrollton, Missouri 64633"
1720039605,261323,"Missouri",,"1401 S. Park Stret",64744,"",4178763097,"","",2012,"DSTK",2013-03-03T17:04:35Z,"street_address",37.875657,-94.017719,"Cedar County Memorial Hospital, 1401 S  Park Stret, El Dorado Springs, Missouri 64744"
1942247044,260095,"Missouri",,"19600 E 39th St S",64057,2301,8165084074,"",2011,"","DSTK",2013-03-03T17:04:35Z,"street_address",39.075531,-94.376727,"CENTERPOINT MEDICAL CENTER OF INDEPENDENCE, LLC, 19600 E 39th St S, Independence, Missouri 64057"
1003981549,260195,"Missouri",,"1500 N Oakland Ave",65613,3011,4173266000,"",2011,"","DSTK",2013-03-03T17:04:35Z,"street_address",37.611435,-93.42147199999999,"Citizens Memorial Hospital District, 1500 N Oakland Ave, Bolivar, Missouri 65613"
1699769901,260141,"Missouri",,"One Hospital Drive, DC 026.00",65212,1,5738824141,"",2011,"","DSTK",2013-03-03T17:04:35Z,"street_address",39.134768,-92.46505999999999,"Curators of the University of Missouri, One Hospital Drive, DC 026 00, Columbia, Missouri 65212"
1801990825,260160,"Missouri",,"1200 N. One Mile Road",63841,"",7709337048,"",2011,2012,"DSTK",2013-03-03T17:04:36Z,"street_address",36.793867,-89.970608,"DEXTER HOSPITAL LLC, 1200 N  One Mile Road, Dexter, Missouri 63841"
1609870310,261322,"Missouri",,"1700 Rainbow Blvd",64024,1182,8166292790,"",2011,"","DSTK",2013-03-03T17:04:36Z,"street_address",39.363599,-94.23666299999999,"EXCELSIOR SPRINGS CITY HOSPITAL, 1700 Rainbow Blvd, Excelsior Springs, Missouri 64024"
1710075361,260175,"Missouri",,"1600 N 2nd St",64735,1192,6608907123,"","",2012,"DSTK",2013-03-03T17:04:36Z,"street_address",38.371975,-93.77396899999999,"Golden Valley Memorial Hospital District, 1600 N 2nd St, Clinton, Missouri 64735"
1033110267,260209,"Missouri",,"10 S Hospital Dr",65251,2510,4047884861,"",2011,2012,"DSTK",2013-03-03T17:04:36Z,"street_address",38.842219,-91.96728899999999,"HealthMont of Missouri LLC, 10 S Hospital Dr, Fulton, Missouri 65251"
1033110267,260209,"Missouri",,"10 S Hospital Dr",65251,2510,7709337048,"",2011,2012,"DSTK",2013-03-03T17:04:36Z,"street_address",38.842219,-91.96728899999999,"HealthMont of Missouri LLC, 10 S Hospital Dr, Fulton, Missouri 65251"
1437259694,260006,"Missouri",,"5325 Faraon St",64506,3488,8162717907,"","",2012,"DSTK",2013-03-03T17:04:36Z,"street_address",39.769769,-94.811593,"Heartland Regional Medical Center, 5325 Faraon St, Saint Joseph, Missouri 64506"
1508859661,260023,"Missouri",,"1400 Highway 61",63028,4100,"",1107,"",2012,"DSTK",2013-03-03T17:04:36Z,"street_address",38.219009,-90.38521,"Jefferson Memorial Hospital Association, 1400 Highway 61, Festus, Missouri 63028"
1205883980,260015,"Missouri",,"1301 1st St",63857,2525,5738888421,"","",2012,"DSTK",2013-03-03T17:04:36Z,"street_address",36.236632,-90.03883500000001,"Kennett HMA LLC, 1301 1st St, Kennett, Missouri 63857"
1104899442,260022,"Missouri",,"205 S 5th St",63537,1526,6603972400,"","",2012,"DSTK",2013-03-03T17:04:36Z,"street_address",40.171209,-92.17028999999999,"Kirksville Missouri Hospital Company LLC, 205 S 5th St, Edina, Missouri 63537"
1386619450,260186,"Missouri",,"54 Hospital Drive",65065,3050,5733488000,"","",2012,"DSTK",2013-03-03T17:04:36Z,"street_address",38.118794,-92.68162700000001,"Lake Regional Health System, 54 Hospital Drive, Osage Beach, Missouri 65065"
1093740128,260040,"Missouri",,"1423 N. Jefferson",65802,1917,4172693000,"","",2012,"DSTK",2013-03-03T17:04:36Z,"street_address",37.215479,-93.28945,"Lester E Cox Medical Centers, 1423 N  Jefferson, Springfield, Missouri 65802"
1689667750,261319,"Missouri",,"1000 East Cherry Street",63379,"",6365283327,"",2011,"","DSTK",2013-03-03T17:04:36Z,"street_address",38.979492,-90.981247,"Lincoln County Memorial Hospital, 1000 East Cherry Street, Troy, Missouri 63379"
1548215106,261313,"Missouri",,"1205 N Missouri St",63552,2095,6603858700,"",2011,"","DSTK",2013-03-03T17:04:37Z,"street_address",39.737665,-92.46538,"Macon County Samaritan Hospital, 1205 N Missouri St, Macon, Missouri 63552"
1700112745,260001,"Missouri",,"2727 McClelland Blvd",64804,1626,4177812727,"",2011,2012,"DSTK",2013-03-03T17:04:37Z,"street_address",37.062557,-94.532034,"Mercy Hospital Joplin, 2727 McClelland Blvd, Joplin, Missouri 64804"
1447284898,260059,"Missouri",,"100 Hospital Dr",65536,9210,4175336100,"",2011,"","DSTK",2013-03-03T17:04:37Z,"street_address",37.680659,-92.632643,"Mercy Hospital Lebanon, 100 Hospital Dr, Lebanon, Missouri 65536"
1578504056,260065,"Missouri",,"1235 E Cherokee St",65804,2203,4178202000,"",2011,"","DSTK",2013-03-03T17:04:37Z,"street_address",37.178089,-93.27154899999999,"Mercy Hospital Springfield, 1235 E Cherokee St, Springfield, Missouri 65804"
1285664177,260052,"Missouri",,"901 E 5th St",63090,3127,6362398000,"",2011,2012,"DSTK",2013-03-03T17:04:37Z,"street_address",38.556019,-91.012142,"MERCY HOSPITALS EAST COMMUNITIES, 901 E 5th St, Washington, Missouri 63090"
1427098169,260020,"Missouri",,"615 S New Ballas Rd",63141,8221,3143643308,"",2011,"","DSTK",2013-03-03T17:04:37Z,"street_address",38.652989,-90.44337299999999,"MERCY HOSPITALS EAST COMMUNITIES, 615 S New Ballas Rd, Saint Louis, Missouri 63141"
1225085871,260190,"Missouri",,"2100 SE Blue Pkwy",64063,1007,8165084074,"",2011,"","DSTK",2013-03-03T17:04:37Z,"street_address",38.903925,-94.339697,"Midwest Division   LSH, LLC, 2100 SE Blue Pkwy, Lees Summit, Missouri 64063"
1063470763,260214,"Missouri",,"17065 S 71 Hwy",64012,2165,8165084074,"",2011,"","DSTK",2013-03-03T17:04:38Z,"street_address",38.810559,-94.540927,"Midwest Division   RBH, LLC, 17065 S 71 Hwy, Belton, Missouri 64012"
1134187842,260027,"Missouri",,"2316 E Meyer Blvd",64132,1136,8165084074,"",2011,2012,"DSTK",2013-03-03T17:04:38Z,"street_address",39.010867,-94.567942,"Midwest Division   RMC, LLC, 2316 E Meyer Blvd, Kansas City, Missouri 64132"
1770554305,260074,"Missouri",,"1517 Union Ave Ste C",65270,9471,6602636500,"","",2012,"DSTK",2013-03-03T17:04:38Z,"street_address",39.424263,-92.43522,"MOBERLY HOSPITAL COMPANY LLC, 1517 Union Ave Ste C, Moberly, Missouri 65270"
1811036726,260177,"Missouri",,"2525 Glenn Hendren Dr",64068,9625,8167927001,"","",2012,"DSTK",2013-03-03T17:04:39Z,"street_address",39.265129,-94.444689,"New Liberty Hospital District, 2525 Glenn Hendren Dr, Liberty, Missouri 64068"
1629062799,260096,"Missouri",,"2800 Clay Edwards Dr",64116,3220,8166912000,"",2011,2012,"DSTK",2013-03-03T17:04:39Z,"street_address",39.148001,-94.549283,"North Kansas City Hospital, 2800 Clay Edwards Dr, North Kansas City, Missouri 64116"
1831115641,260078,"Missouri",,"1100 N Kentucky Ave",65775,2029,4172569111,6064,"",2012,"DSTK",2013-03-03T17:04:39Z,"street_address",36.735254,-91.875669,"Ozarks Medical Center, 1100 N Kentucky Ave, West Plains, Missouri 65775"
1437179710,260070,"Missouri",,"946 E Reed St",63851,"",5733591372,"",2011,2012,"DSTK",2013-03-03T17:04:39Z,"street_address",36.236807,-89.74445799999999,"Pemiscot County Memorial Hospital, 946 E Reed St, Hayti, Missouri 63851"
1982699328,261311,"Missouri",,"434 N West St",63775,1359,5735472530,3255,"",2012,"DSTK",2013-03-03T17:04:39Z,"street_address",37.7231,-89.86485500000001,"PERRY COUNTY HEALTH SYSTEM, 434 N West St, Perryville, Missouri 63775"
1891766051,260017,"Missouri",,"1000 W 10th St",65401,2905,5734588899,7919,2011,"","DSTK",2013-03-03T17:04:39Z,"street_address",37.951474,-91.77153,"PHELPS COUNTY REGIONAL MEDICAL CENTER, 1000 W 10th St, Rolla, Missouri 65401"
1700831724,260119,"Missouri",,"2620 N Westwood Blvd",63901,3396,5736865311,"","",2012,"DSTK",2013-03-03T17:04:39Z,"street_address",36.757453,-90.40758099999999,"Poplar Bluff Regional Medical Center LLC, 2620 N Westwood Blvd, Poplar Bluff, Missouri 63901"
1174523948,260080,"Missouri",,"109 Plum St",63935,1277,5739962141,222,"",2012,"DSTK",2013-03-03T17:04:39Z,"street_address",36.620827,-90.826824,"ripley county memorial hospital, 109 Plum St, Doniphan, Missouri 63935"
1548234370,260211,"Missouri",,"4401 Wornall Rd",64111,3220,8169323300,"","",2012,"DSTK",2013-03-03T17:04:39Z,"street_address",39.050899,-94.590611,"Saint Lukes Cancer Institute LLC, 4401 Wornall Rd, Kansas City, Missouri 64111"
1912948308,261321,"Missouri",,"100 Central Ave",64601,1551,6606461480,"","",2012,"DSTK",2013-03-03T17:04:39Z,"street_address",39.801009,-93.54719299999999,"Saint Lukes Hospital of Chillicothe, 100 Central Ave, Chillicothe, Missouri 64601"
1639177561,261318,"Missouri",,"35629 HWY 72",65560,774,5737296626,"","",2012,"DSTK",2013-03-03T17:04:39Z,"street_address",37.635732,-91.530936,"Salem Memorial Hospital, 35629 HWY 72, Salem, Missouri 65560"
1083624647,261310,"Missouri",,"450 E Sigler Ave",63555,1726,6604658511,"",2011,"","DSTK",2013-03-03T17:04:40Z,"street_address",40.465796,-92.169258,"SCOTLAND COUNTY MEMORIAL HOSPITAL, 450 E Sigler Ave, Memphis, Missouri 63555"
1568643005,41331,"Missouri",,"2828 N National Ave",65803,4306,4178374000,"",2011,"","DSTK",2013-03-03T17:04:40Z,"street_address",37.226739,-93.275329,"SGOH ACQUISITION INC, 2828 N National Ave, Springfield, Missouri 65803"
1114924768,260207,"Missouri",,"2828 N National Ave",65803,4306,4178374000,"",2011,2012,"DSTK",2013-03-03T17:04:40Z,"street_address",37.226739,-93.275329,"SGOH ACQUISITION INC, 2828 N National Ave, Springfield, Missouri 65803"
1760443980,260094,"Missouri",,"251 Skaggs Rd",65616,2031,4173357000,7227,"",2012,"DSTK",2013-03-03T17:04:40Z,"street_address",36.649651,-93.220017,"Skaggs Community Hospital Association, 251 Skaggs Rd, Branson, Missouri 65616"
1598835308,260104,"Missouri",,"12303 De Paul Dr",63044,2512,3143446000,"","",2012,"DSTK",2013-03-03T17:04:40Z,"street_address",38.748452,-90.42904,"SSM Health Care St  Louis, 12303 De Paul Dr, Bridgeton, Missouri 63044"
1851496152,260081,"Missouri",,"1015 Bowles Ave",63026,2394,6364962502,"","",2012,"DSTK",2013-03-03T17:04:40Z,"street_address",38.542493,-90.473429,"SSM Health Care St  Louis, 1015 Bowles Ave, Fenton, Missouri 63026"
1659331866,260050,"Missouri",,"2016 S Main Street",64468,2655,6605622525,4209,"",2012,"DSTK",2013-03-03T17:04:40Z,"street_address",40.343004,-94.873053,"SSM Regional Health Services, 2016 S Main Street, Maryville, Missouri 64468"
1467521146,260005,"Missouri",,"300 1st Capitol Dr",63301,2844,6369475000,"","",2012,"DSTK",2013-03-03T17:04:40Z,"street_address",38.810439,-90.529989,"SSM St  Joseph Health Center, 300 1st Capitol Dr, Saint Charles, Missouri 63301"
1871665380,260200,"Missouri",,"100 Medical Plz",63367,1366,6366255200,"","",2012,"DSTK",2013-03-03T17:04:40Z,"street_address",38.764719,-90.80069899999999,"SSM St  Joseph Hospital West, 100 Medical Plz, Lake St Louis, Missouri 63367"
1962572396,260091,"Missouri",,"6420 Clayton Rd",63117,1811,3147688000,"","",2012,"DSTK",2013-03-03T17:04:40Z,"street_address",38.633589,-90.306432,"SSM St  Mary s Health Center, 6420 Clayton Rd, Saint Louis, Missouri 63117"
1568481984,260077,"Missouri",,"10010 Kennerly Rd, ATTN: John Skeans, CFO",63128,2106,3145251000,"","",2012,"DSTK",2013-03-03T17:04:40Z,"street_address",38.506501,-90.37456899999999,"St  Anthony s Medical Center, 10010 Kennerly Rd, ATTN  John Skeans, CFO, Saint Louis, Missouri 63128"
1588747554,260147,"Missouri",,"700 Giesler Rd",64776,6279,4176468181,5050,2011,2012,"DSTK",2013-03-03T17:04:40Z,"street_address",38.051274,-93.690016,"St  Clair County Hospital District  1, 700 Giesler Rd, Osceola, Missouri 64776"
1407886385,260176,"Missouri",,"2345 Dougherty Ferry Rd",63122,3313,3149669100,"","",2012,"DSTK",2013-03-03T17:04:40Z,"street_address",38.593595,-90.418627,"TENET HEALTHSYSTEM DI, INC , 2345 Dougherty Ferry Rd, Saint Louis, Missouri 63122"
1598797094,260105,"Missouri",,"3635 Vista Ave",63110,2539,3145778000,"","",2012,"DSTK",2013-03-03T17:04:41Z,"street_address",38.740584,-90.272167,"TENET HEALTHSYSTEM SL, INC , 3635 Vista Ave, Saint Louis, Missouri 63110"
1790740363,260024,"Missouri",,"1333 S Sam Houston Blvd",65483,"",4179673311,"",2011,2012,"DSTK",2013-03-03T17:04:41Z,"street_address",37.323622,-91.95359500000001,"Texas County Memorial Hospital, 1333 S Sam Houston Blvd, Houston, Missouri 65483"
1376686600,260102,"Missouri",,"7900 Lees Summit Road",64139,1246,8164047000,"","",2012,"DSTK",2013-03-03T17:04:41Z,"street_address",38.983461,-94.389195,"Truman Medical Center, Incorporated, 7900 Lees Summit Road, Lees Summit, Missouri 64139"
1467595793,260048,"Missouri",,"2301 Holmes St",64108,2640,8164041000,"","",2012,"DSTK",2013-03-03T17:04:41Z,"street_address",39.103282,-94.574905,"Truman Medical Center, Incorporated, 2301 Holmes St, Kansas City, Missouri 64108"
1881650737,270012,"Montana",,"1101 26th St S",59405,5161,4064555000,"","",2012,"DSTK",2013-03-03T17:04:41Z,"street_address",47.487085,-111.29887,"Benefis Hospitals, Inc , 1101 26th St S, Great Falls, Montana 59405"
1265478291,270004,"Montana",,"801 N 29th St",59101,905,4066574229,"",2011,"","DSTK",2013-03-03T17:04:41Z,"street_address",45.781521,-108.507028,"Billings Clinic, 801 N 29th St, Billings, Montana 59101"
1720079619,270057,"Montana",,"915 Highland Blvd",59715,6902,4065855000,"","",2012,"DSTK",2013-03-03T17:04:41Z,"street_address",45.678435,-111.018414,"Bozeman Deaconess Health Services, 915 Highland Blvd, Bozeman, Montana 59715"
1790798387,271345,"Montana",,"408 Wendell Ave",59457,2261,4065357711,"","",2012,"DSTK",2013-03-03T17:04:42Z,"street_address",47.060166,-109.442253,"Central Montana Medical Facilities, Inc, 408 Wendell Ave, Lewistown, Montana 59457"
1205887924,271335,"Montana",,"401 W Pennsylvania St",59711,1931,4065638500,"",2011,"","DSTK",2013-03-03T17:04:42Z,"street_address",46.131838,-112.949869,"COMMUNITY HOSPITAL OF ANACONDA, 401 W Pennsylvania St, Anaconda, Montana 59711"
1124007638,270087,"Montana",,"320 Sunnyview Ln",59901,3129,4067519729,"","",2012,"DSTK",2013-03-03T17:04:42Z,"street_address",48.215227,-114.328785,"HealthCenter Northwest LLC, 320 Sunnyview Ln, Kalispell, Montana 59901"
